title,author,publish_press,yizhe,publish_time,pages,price,series,series_url,ISBN,score,pingjiarenshu,url
解释社会行为 : 社会科学的机制视角,[美] 乔恩·埃尔斯特 (Jon Elster), 重庆大学出版社,"刘骥,何淑静,熊彩", 2019-1,441, 69.00元,万卷方法,https://book.douban.com/series/2483,9.78757E+12,7.1,23,https://book.douban.com/subject/30225768/
社会理论的定位(第2版) : 社会学译丛•理论前沿系列,提姆•梅伊                   /                詹森•L•鲍威尔, 人民大学出版社,, 2013-5,403, 65.00元,社会学译丛·理论前沿系列,https://book.douban.com/series/21050,9.7873E+12,8.2,17,https://book.douban.com/subject/24746839/
经济学与社会学 : 研究范围的重新界定：与经济学家和社会学家的对话,理查德·斯威德伯格, 商务印书馆,安佳, 2003-1,484, 25.00元,,,9.7871E+12,8,56,https://book.douban.com/subject/1416564/
埃利亚斯与现代社会理论 ,【英】丹尼斯·史密斯, 北京大学出版社,李康, 2011-7,276, 35.00元,培文书系·社会理论新视角,https://book.douban.com/series/5265,9.7873E+12,8.1,53,https://book.douban.com/subject/6759830/
有争议的知识 : 后现代时代的社会理论,[美] 史蒂文·塞德曼, 中国人民大学出版社,刘北成 等, 2002-12,232, 28.00元,,,9.7873E+12,8.6,59,https://book.douban.com/subject/1552239/
新社会科学哲学 : 实在论、解释学和批判理论,[英]威廉姆·奥斯维特, 科学出版社,"殷杰,张冀峰,蒋鹏慧", 2018-1-1,150, 58.00元,社会科学哲学译丛,https://book.douban.com/series/40648,9.78703E+12,,,https://book.douban.com/subject/27192583/
社会科学的兴起 : 1642-1792,[美]理查德·奥尔森, 科学出版社,王凯宁, 2018-1-1,288, 98.00元,社会科学哲学译丛,https://book.douban.com/series/40648,9.78703E+12,,,https://book.douban.com/subject/27197936/
帝国的边缘 : 后殖民主义与城市,[加拿大]简·M.雅各布斯, 江苏凤凰教育出版社,, 2016-12,264, 40.00元,世界城市研究精品译丛,https://book.douban.com/series/21362,9.78755E+12,7,13,https://book.douban.com/subject/26945946/
在心灵最深处遇见哲学 ,[美]斯科特·塞缪尔森, 新华出版社,王伟, 2019-6,,,,,9.78752E+12,,,https://book.douban.com/subject/30295655/
规训革命 : 加尔文主义与近代早期欧洲国家的兴起,[美]菲利普·S. 戈尔斯基, 北京师范大学出版社,"李钧鹏,李腾", 2021-2-15,380, 79.00元,历史-社会科学译丛,https://book.douban.com/series/54208,9.7873E+12,,,https://book.douban.com/subject/35256019/
符号之镜 : 早期鲍德里亚思想的文本学解读,仰海峰, 北京师范大学出版社,, 2018-8-1,362,72,当代国外马克思主义哲学研究丛书,https://book.douban.com/series/43984,9.7873E+12,,,https://book.douban.com/subject/30457097/
布尔迪厄传 ,[法] 让-路易·法比尼亚（Jean-Louis，Fabian）, 中国人民大学出版社,陈秀萍, 2021-1,244, 59.80元,明德·大师传记馆,https://book.douban.com/series/21242,9.7873E+12,9,14,https://book.douban.com/subject/35284856/
原始分类 ,[法]爱弥尔•涂尔干                   /                [法]马塞尔•莫斯, 商务印书馆,汲喆, 2012-3,164, 15.00元,汉译世界学术名著丛书·政治法律社会,https://book.douban.com/series/27,9.7871E+12,8.4,369,https://book.douban.com/subject/10581399/
职业伦理与公民道德 ,[法] 涂尔干, 商务印书馆,渠敬东, 2015-12,250,23,汉译世界学术名著丛书·政治法律社会,https://book.douban.com/series/27,9.7871E+12,9.3,167,https://book.douban.com/subject/26665639/
社会学方法的准则 ,(法)E.迪尔凯姆(Emile Durkeim), 商务印书馆,, 1995-12,154, 15.00元,汉译世界学术名著丛书·政治法律社会,https://book.douban.com/series/27,9.7871E+12,8.7,988,https://book.douban.com/subject/1418669/
教育思想的演进 ,涂尔干, 商务印书馆,李康, 2016-3,508, CNY 39.00,汉译世界学术名著丛书·政治法律社会,https://book.douban.com/series/27,9.7871E+12,9.4,173,https://book.douban.com/subject/26665640/
社会分工论 ,[法国]            埃米尔·涂尔干, 生活·读书·新知三联书店,渠东, 2013-2,388, 39.00元,现代西方学术文库,https://book.douban.com/series/12830,9.78711E+12,8.9,291,https://book.douban.com/subject/21679115/
宗教社会学 ,[德]格奥尔格·西美尔, 北京师范大学出版社,, 2017-8,170, 42.00元,西美尔作品系列,https://book.douban.com/series/39164,9.7873E+12,8.9,71,https://book.douban.com/subject/27125373/
乱伦禁忌及其起源 ,[法国]            埃米尔·涂尔干, 上海人民出版社,"汲喆,付德根,渠东", 2006-8,358, 36.00元,涂尔干文集,https://book.douban.com/series/89,9.78721E+12,8.3,379,https://book.douban.com/subject/1869096/
社会学之思（第3版） ,[英]齐格蒙特·鲍曼                   /                        [英]蒂姆·梅, 上海文艺出版社,李康, 2020-4,336, 68.00元,梯·社会学,https://book.douban.com/series/52877,9.78753E+12,8.7,367,https://book.douban.com/subject/34970870/
与社会学同游 : 人文主义的视角,[美] 彼得·L.伯格, 北京大学出版社,何道宽, 2014-10,272,33,未名社科·大学经典,https://book.douban.com/series/22760,9.7873E+12,9.2,2183,https://book.douban.com/subject/25966785/
社会学基本概念 ,[英]安东尼·吉登斯                   /                        [英]菲利普·萨顿, 北京大学出版社,王修晓, 2019-1-7,328, 50.00元,,,9.7873E+12,9.3,703,https://book.douban.com/subject/30391626/
社会与政治运动讲义（第二版） ,[美国]            赵鼎新, 社会科学文献出版社,, 2012-1,312, 45.00元,清华社会学讲义,https://book.douban.com/series/3143,9.78751E+12,9.5,921,https://book.douban.com/subject/10456130/
历史学与社会理论 ,[英国]            彼得·伯克, 上海人民出版社,姚朋[等], 2010-1,249, 30.00元,世纪人文系列丛书·世纪前沿,https://book.douban.com/series/290,9.78721E+12,9.1,488,https://book.douban.com/subject/4011303/
历史学与文化理论 ,[英] 西蒙·冈恩, 北京大学出版社,韩炯, 2012-7-1,260, 34.00元,历史学的实践丛书,https://book.douban.com/series/226,9.7873E+12,8.6,71,https://book.douban.com/subject/10955729/
什么是文化史 ,[英国]            彼得·伯克, 北京大学出版社,蔡玉辉, 2009-10,190, 22.00元,历史学的实践丛书,https://book.douban.com/series/226,9.7873E+12,8.6,636,https://book.douban.com/subject/4111675/
后社会史初探 ,[西] 米格尔·卡布雷拉, 北京大学出版社,李康, 2008-12,180,24,培文书系·社会理论新视角,https://book.douban.com/series/5265,9.7873E+12,8.6,95,https://book.douban.com/subject/3358551/
历史学十二讲 ,[法] 安托万•普罗斯特, 北京大学出版社,王春华, 2012-5,313, 38.00元,历史学的实践丛书,https://book.douban.com/series/226,9.7873E+12,8.9,334,https://book.douban.com/subject/10769835/
跨越边界的社区（修订版） : 北京“浙江村”的生活史,项飙, 生活·读书·新知三联书店,, 2018-3,560, 68.00元,中国社会学经典文库,https://book.douban.com/series/39582,9.78781E+12,9.5,4227,https://book.douban.com/subject/30116399/
人行道王国 ,[美]米切尔·邓奈尔, 华东师范大学出版社,"马景超,刘冉,王一凡", 2019-3,496, 79.80元,薄荷实验,https://book.douban.com/series/24430,9.78757E+12,8.8,1250,https://book.douban.com/subject/30441545/
史学理论手册 : The SAGE Handbook of Historical Theory,[加] 南希·帕特纳（Nancy Partner）                   /                [英]萨拉·富特（Sarah Foot）, 格致出版社,"余伟,何立民", 2017-7-1,735,118,格致人文读本,https://book.douban.com/series/6699,9.78754E+12,9.5,117,https://book.douban.com/subject/27034240/
法国史学革命 : 年鉴学派，1929-2014,(英) 彼得·伯克, 北京大学出版社,刘永华, 2016-12,293, 45.00元,博雅·历史与理论,https://book.douban.com/series/40674,9.7873E+12,8.9,349,https://book.douban.com/subject/26926085/
历史学十二讲（增订本） ,[法]安托万·普罗斯特, 北京大学出版社,王春华, 2018-9,412, 68.00元,博雅·历史与理论,https://book.douban.com/series/40674,9.7873E+12,9.4,180,https://book.douban.com/subject/30207001/
"解释过去,了解现在 : 历史社会学",S.肯德里克P.斯特劳D.麦克龙 编, 上海人民出版社,, 1999-01,264, 14.50元,东方编译所译丛,https://book.douban.com/series/4788,9.78721E+12,7.7,15,https://book.douban.com/subject/1010961/
海德格尔的政治存在论 ,[法国]            皮埃尔·布迪厄, 学林出版社,朱国华, 2009-10,160, 18.00元,海德格尔研究文丛,https://book.douban.com/series/2190,9.78781E+12,7.8,35,https://book.douban.com/subject/4115722/
理论与实践 ,[德]            哈贝马斯, 社会科学文献出版社,"郭官义,李黎", 2010-7,376, 49.00元,社科文献精品译库,https://book.douban.com/series/4720,9.78751E+12,9,15,https://book.douban.com/subject/4891200/
科学的社会用途 : 写给科学场的临床社会学,[法国]            皮埃尔·布迪厄, 南京大学出版社,刘成富, 2005-01-01,75,10,当代学术棱镜译丛,https://book.douban.com/series/187,9.78731E+12,7.2,37,https://book.douban.com/subject/1684851/
民族—国家与暴力 ,[英国]            安东尼·吉登斯, 生活·读书·新知三联书店,"胡宗泽,赵力涛,王铭铭", 1998-5,427, 21.80元,学术前沿,https://book.douban.com/series/1015,9.78711E+12,8,246,https://book.douban.com/subject/1006332/
哈贝马斯 : 交往行为,[日] 中冈成文, 河北教育出版社,, 2001-11-1,262, 11.10元,现代思想的冒险家们,https://book.douban.com/series/679,9.78754E+12,7.4,24,https://book.douban.com/subject/1659432/
階級、符碼與控制 : 階級、符碼與控制 第三卷,巴索．伯恩斯坦, 聯經出版事業股份有限公司,王瑞賢," May 01, 2007",264, TWD300.00,國科會經典譯注計畫,https://book.douban.com/series/10445,9.78957E+12,,,https://book.douban.com/subject/2125289/
教育、符号控制与认同 ,[英] 巴兹尔·伯恩斯（Basil Bernstein）, 中国人民大学出版社,"王小凤,王聪聪,李京,孙宇", 2016-3,, 48.00元,教育新视野,https://book.douban.com/series/54970,9.7873E+12,7.6,19,https://book.douban.com/subject/26753005/
社会理论与现代性 ,尼格尔·多德, 社会科学文献出版社,, 2002-02-01,273,19,社会理论译丛,https://book.douban.com/series/2919,9.7878E+12,7.1,22,https://book.douban.com/subject/1085359/
批判施塔姆勒 ,[德国]            马克斯·韦伯, 上海人民出版社（世纪文景）,李荣山, 2011-8,154, 32.00元,世纪人文系列丛书·世纪文库,https://book.douban.com/series/287,9.78721E+12,8.8,21,https://book.douban.com/subject/6787465/
查尔斯·泰勒 ,【澳大利亚】露丝·阿比, 复旦大学出版社,韩升, 2013-8-1,245, CNY 27.00,国外思潮译丛：聚焦当代哲学,https://book.douban.com/series/20943,9.78731E+12,,,https://book.douban.com/subject/25731379/
罗雪尔与克尼斯 : 历史经济学的逻辑问题,[德国]            马克斯·韦伯, 上海人民出版社,李荣山, 2009-8,206, 25.00元,世纪人文系列丛书·世纪文库,https://book.douban.com/series/287,9.78721E+12,9.1,43,https://book.douban.com/subject/3865983/
历史与真理 ,[法] 保罗·利科, 上海译文出版社,姜志辉, 2004-06,354,28,二十世纪西方哲学译丛（新版）,https://book.douban.com/series/12,9.78753E+12,7.8,56,https://book.douban.com/subject/1076817/
想象的马克思主义 : 从一个神圣家族到另一个神圣家族,[法国]            雷蒙·阿隆, 上海译文出版社,姜志辉, 2012-8-1,247, 29.00元,法国思想家译丛,https://book.douban.com/series/441,9.78753E+12,,,https://book.douban.com/subject/11526224/
作为哲学问题的现代主义 : 论对欧洲高雅文化的不满,[美]皮平, 商务印书馆,阎嘉, 2007-6,347, 20.00元,现代性研究译丛,https://book.douban.com/series/33,9.7871E+12,7.2,27,https://book.douban.com/subject/2184514/
立法者与阐释者 : 论现代性、后现代性与知识分子,[英国]            齐格蒙·鲍曼, 上海人民出版社,洪涛, 2000-11-1,281, 16.00元,社会与文化丛书,https://book.douban.com/series/8011,9.78721E+12,8.8,267,https://book.douban.com/subject/1556289/
世纪末社会理论 ,杰夫瑞·C.亚历山大, 上海人民出版社,"张旅平,霍桂恒,渠敬东,应星", 2003-01-01,310,18.5,社会理论译丛,https://book.douban.com/series/25954,9.78721E+12,,,https://book.douban.com/subject/1351823/
法国社会理论 ,【英】麦克·甘恩（Mike Gane）, 北京大学出版社,李康, 2011-4-1,256, 35.00元,培文书系·社会理论新视角,https://book.douban.com/series/5265,9.7873E+12,7.7,52,https://book.douban.com/subject/6126801/
伽达默尔 ,[美]帕特里夏·奥坦伯德·约翰逊, 中华书局,何卫平, 2014-1-1,156, 20.00元,最伟大的思想家,https://book.douban.com/series/22390,9.7871E+12,6.9,24,https://book.douban.com/subject/25837336/
社会学何为？ ,克里斯·希林(Chris Shilling)                   /                菲利普·梅勒(Philip Mellor), 北京大学出版社,李康,2009,298, 30.00元,培文书系·社会理论新视角,https://book.douban.com/series/5265,9.7873E+12,8.8,88,https://book.douban.com/subject/3698524/
社会学的理论逻辑（第三卷） : 理论综合的古典尝试：马克斯·韦伯,[美国]杰弗里·C.亚历山大, 商务印书馆,何蓉, 2012-8,308, 22.00元,社会学名著译丛,https://book.douban.com/series/8686,9.7871E+12,8.2,18,https://book.douban.com/subject/11612868/
Blackwell 社会理论指南 ,[英]布赖恩·特纳, 上海人民出版社,李康, 2003-1,703, 68.00元,,,9.78721E+12,8.3,94,https://book.douban.com/subject/1416529/
布莱克维尔社会理论家指南 ,【美】乔治·瑞泽尔, 江苏人民出版社,凌 琪  等,2009年5月,772, 57.00元,,,9.78721E+12,7.4,55,https://book.douban.com/subject/3708025/
哲学的社会学（上下册） : 一种全球的学术变迁理论,R·柯林斯, 新华出版社,, 2004-2,1166, 88.80元,常青藤译丛,https://book.douban.com/series/33948,9.7875E+12,7.5,17,https://book.douban.com/subject/1267911/
社会学方法的新规则 ,[英国]            安东尼·吉登斯, 社会科学文献出版社,田佑中, 2003-12-1,306, 25.00元,社会理论译丛,https://book.douban.com/series/2919,9.7878E+12,7.6,68,https://book.douban.com/subject/1140149/
自由交流 ,[法] 皮埃尔·布尔迪厄                   /                [美] 汉斯·哈克, 三联书店,桂裕芳, 1996-6,145, 7.80元,法兰西思想文化丛书,https://book.douban.com/series/524,9.78711E+12,8.3,145,https://book.douban.com/subject/1064115/
遏止野火 ,[法国]            皮埃尔·布迪厄, 广西师范大学出版社,河清,2007年9月,262, 26.00元,思想丛林,https://book.douban.com/series/9880,9.78756E+12,7.8,175,https://book.douban.com/subject/2244333/
默顿学术思想评传 ,【波】彼得·什托姆普卡, 北京大学出版社,林聚任, 2009-08,316, 29.80元,未名传记图书馆·社会学名家思想评传,https://book.douban.com/series/21136,9.7873E+12,8.3,22,https://book.douban.com/subject/4006661/
社会实在问题 ,阿尔弗雷德·许茨（舒茨）, 华夏出版社,霍桂桓, 2001-1-1, 488 页, 23.00元,现代西方思想文库,https://book.douban.com/series/4504,9.78751E+12,,,https://book.douban.com/subject/1437721/
现代社会的结构与过程 ,T·帕森斯, 光明日报出版社,,1988年5月, 282页,2.65,,,9.7878E+12,7.2,14,https://book.douban.com/subject/4226878/
实用主义与社会学 ,[法国]            埃米尔·涂尔干, 上海人民出版社,渠东, 2005-05,187, 16.00元,世纪人文系列丛书·袖珍经典,https://book.douban.com/series/1216,9.78721E+12,7.9,51,https://book.douban.com/subject/1315173/
孟德斯鸠与卢梭 ,[法国]            埃米尔·涂尔干, 上海人民出版社,"李鲁宁,赵立玮,付德根", 2006-8,406, 39.00元,涂尔干文集,https://book.douban.com/series/89,9.78721E+12,8.5,78,https://book.douban.com/subject/1869103/
階級的道德意義 ,Andrew Sayer, 巨流圖書公司,"陳妙芬,萬毓澤",2008,384, 480 TWD,,,9.78958E+12,,,https://book.douban.com/subject/3581988/
批判之源 ,[英] 艾力克斯·柯林尼可斯(Alex Callinicos), 臺大出版中心,舒年春, 2019-9,360, NT$510,人文社會叢書,https://book.douban.com/series/37742,9.78986E+12,,,https://book.douban.com/subject/34802214/
社會科學的研究方法 : 批判實在論取徑,Andrew Sayer, 巨流,"許甘霖,萬毓澤,楊友仁",2016,,,,,9.78958E+12,,,https://book.douban.com/subject/26800306/
社會科學哲學 : 邁向實用主義,"派翠克．貝爾特 Baert, Patrick", 群學出版有限公司,何昭群, 2011-4,336, NT$350,,,9.78987E+12,7.7,20,https://book.douban.com/subject/6105528/
The Sociology-Philosophy Connection ,Mario Bunge, Transaction Publishers,, 2012-11-13,265, USD 46.95,Science and Technology Studies,https://book.douban.com/series/45339,9.78141E+12,,,https://book.douban.com/subject/17167986/
實作理論綱要（全新翻譯修訂） : 布赫迪厄作品1,皮耶·布赫迪厄                   /                Pierre Bourdieu, 麥田,宋偉航, 2009-3, 392 頁, NTD480元,,,9.78986E+12,9.1,17,https://book.douban.com/subject/3597141/
超越后殖民理论 ,小埃·圣胡安, 中国人民大学出版社,"孙亮,洪燕妮", 2015-6-30,,49,马克思主义研究论库·第一辑,https://book.douban.com/series/21759,9.7873E+12,,,https://book.douban.com/subject/26369114/
意识形态与乌托邦 ,(德)卡尔﹒曼海姆, 商务印书馆,"黎鸣,李书崇", 2002-02,317,19,汉译世界学术名著丛书·政治法律社会,https://book.douban.com/series/27,9.7871E+12,8.5,476,https://book.douban.com/subject/1068301/
先锋派理论 ,（德）比格尔, 商务印书馆,高建平, 2002-7,222, 13.00元,现代性研究译丛,https://book.douban.com/series/33,9.7871E+12,8.8,216,https://book.douban.com/subject/1055161/
社会经济史 ,(德) 韦伯, 中国法制出版社,郑太朴, 2011-11,256, 46.00元,文津经典,https://book.douban.com/series/21141,9.78751E+12,,,https://book.douban.com/subject/6773617/
美学理论（修订译本） ,[德] 西奥多·阿多诺, 上海人民出版社,王柯平, 2020-5,560,,阿多诺选集,https://book.douban.com/series/50922,9.78721E+12,6.8,24,https://book.douban.com/subject/34942355/
理论之后 ,（英）伊格尔顿　著, 商务印书馆,商正, 2009-7,218, 16.00元,,,9.7871E+12,8.4,477,https://book.douban.com/subject/3836092/
审美意识形态 ,[英] 特里·伊格尔顿, 广西师范大学出版社,"王杰 傅德根 麦永雄 译,柏敬泽 校", 2001-7,417, 16.50元/21.50元,,,9.78756E+12,8.2,136,https://book.douban.com/subject/2010713/
后现代主义的幻象 ,[英国]            特里·伊格尔顿, 商务印书馆,华明, 2014-3,164, 22.00元,现代性研究译丛,https://book.douban.com/series/33,9.7871E+12,7.6,99,https://book.douban.com/subject/25851207/
布赫迪厄社會學面面觀 ,[法]皮耶·布赫迪厄（Pierre Bourdieu）                   /                [美]華康德（ Loïc J. D. Wacquant）, 麥田,"李猛,李康",20090105,448, NT$520,,,9.78986E+12,9.7,33,https://book.douban.com/subject/3646428/
