title,author,publish_press,yizhe,publish_time,pages,price,series,series_url,ISBN,score,pingjiarenshu,url
书林清话（外一种） ,叶德辉, 浙江人民美术出版社,, 2016-10,473, 48.00元,藝文叢刊二輯,https://book.douban.com/series/36122,9.78753E+12,9.7,18,https://book.douban.com/subject/26910885/
三国志集解 ,卢弼, 中华书局,, 1982-12, 1199页, 156.00元,,,9.7871E+12,9.7,102,https://book.douban.com/subject/1926856/
体国经野之道 ,周振鹤, 上海人民出版社,, 2019-6,228, 68.00元,周振鹤著作,https://book.douban.com/series/52376,9.78721E+12,9.6,146,https://book.douban.com/subject/33950530/
简帛数术文献探论 ,刘乐贤, 中國人民大學出版社,, 2012-6,310, 48.00元,当代中国人文大系,https://book.douban.com/series/2002,9.7873E+12,9.6,37,https://book.douban.com/subject/10862307/
余嘉锡论学杂著（两册） ,余嘉锡, 中华书局,, 2007-12重印,681, 69.00元,余嘉锡著作集,https://book.douban.com/series/2698,9.7871E+12,9.6,123,https://book.douban.com/subject/2371902/
中国历代户口、田地、田赋统计 ,梁方仲, 中华书局,, 2008-11,848, 68.00元,梁方仲文集,https://book.douban.com/series/10230,9.7871E+12,9.6,93,https://book.douban.com/subject/3295358/
俞敏语言学论文集 ,俞敏著, 商务印书馆,, 1999-5,462, 28.00元,,,9.7871E+12,9.6,36,https://book.douban.com/subject/1524250/
目录学发微 古书通例 ,余嘉锡, 中华书局,, 2007-10,296,22,余嘉锡著作集,https://book.douban.com/series/2698,9.7871E+12,9.6,721,https://book.douban.com/subject/2371898/
通典(全五册) ,（唐）杜佑                   /                        王文锦 等点校, 中华书局,, 1988-12,1117,290,,,9.7871E+12,9.6,87,https://book.douban.com/subject/1055470/
文渊阁四库全书 ,纪昀, 上海古籍出版社,,1987,,160000,,,9.78753E+12,9.6,13,https://book.douban.com/subject/1593045/
学海堂与晚清岭南学术 ,麦哲维, 广东人民出版社,沈正邦, 2018-3-1,700, CNY 190.00,岭南文库,https://book.douban.com/series/1302,9.78722E+12,9.6,19,https://book.douban.com/subject/27596642/
三朝北盟会编（全二册） ,[宋]徐梦莘, 上海古籍出版社,,2008,2084, 270.00元,,,9.78753E+12,9.6,71,https://book.douban.com/subject/3093436/
凌霄一士随笔 ,徐凌霄、徐一士 著                   /                        徐泽昱 编辑                   /                        刘悦斌、韩策 校订, 中华书局,, 2018-7-18,1808, 158.00元,歷代史料筆記叢刊·民國史料筆記,https://book.douban.com/series/21375,9.7871E+12,9.6,32,https://book.douban.com/subject/30210157/
孟德斯鸠评传 ,[英] 罗伯特·夏克尔顿 (Robert Shackleton), 上海人民出版社,"沈永兴,许明龙,刘明臣", 2018-12-1,449,95,走近大思想家,https://book.douban.com/series/25779,9.78721E+12,9.6,13,https://book.douban.com/subject/30264653/
拓跋史探 ,田余庆, 生活·读书·新知三联书店,, 2019-1,300, 69.00元,当代学术,https://book.douban.com/series/38522,9.78711E+12,9.5,376,https://book.douban.com/subject/30302919/
两汉太守刺史表 ,严耕望, 北京联合出版公司,有2020年5月2印本, 2020-3,, 88.00元,低音·回响,https://book.douban.com/series/46886,9.78756E+12,9.5,38,https://book.douban.com/subject/34660484/
秦汉地方行政制度 ,严耕望 著, 低音·北京联合出版公司,, 2020-6,480, 108.00元,低音·回响,https://book.douban.com/series/46886,9.78756E+12,9.5,59,https://book.douban.com/subject/34660492/
东晋门阀政治 ,田余庆, 北京大学出版社,, 2012-5,348, 49.00元,博雅英华,https://book.douban.com/series/18636,9.7873E+12,9.5,5662,https://book.douban.com/subject/10758290/
魏晋南北朝史论丛 ,唐长孺, 中华书局,, 2011-4,437, 42.00元,唐長孺文集,https://book.douban.com/series/5420,9.7871E+12,9.5,389,https://book.douban.com/subject/5392430/
汉唐间史学的发展（修订本） ,胡宝国, 北京大学出版社,, 2014-10-1,252, 39.00元,博雅撷英,https://book.douban.com/series/25554,9.7873E+12,9.5,413,https://book.douban.com/subject/26107947/
唐书兵志笺正 ,唐长孺, 中华书局,, 2011-4,368, 34.00元,唐長孺文集,https://book.douban.com/series/5420,9.7871E+12,9.5,65,https://book.douban.com/subject/5392432/
山居存稿 ,唐长孺, 中华书局,, 2011-4,614, 59.00元,唐長孺文集,https://book.douban.com/series/5420,9.7871E+12,9.5,81,https://book.douban.com/subject/5392458/
突厥汗国与隋唐关系史研究 ,吴玉贵, 商务印书馆,, 2017-11,440,116,欧亚备要,https://book.douban.com/series/26673,9.7871E+12,9.5,89,https://book.douban.com/subject/27141123/
唐史史料学 ,黄永年, 中华书局,, 2015-1,312,58,国学专题课,https://book.douban.com/series/9361,9.7871E+12,9.5,220,https://book.douban.com/subject/26277252/
悠悠长水 ,葛剑雄, 广东人民出版社,, 2014-9,632, 98.00元,葛剑雄文集,https://book.douban.com/series/25737,9.78722E+12,9.5,101,https://book.douban.com/subject/26164117/
争夺欧洲霸权的斗争 ,[英]A.J.P.泰勒, 商务印书馆,沈苏儒, 2019-9-1,755, 150元,国际关系史名著译丛,https://book.douban.com/series/48185,9.7871E+12,9.5,45,https://book.douban.com/subject/34441052/
汉简缀述 ,陈梦家, 中华书局,, 2020-4,317, 98.00元,陈梦家著作集,https://book.douban.com/series/12379,9.7871E+12,9.5,62,https://book.douban.com/subject/1416621/
古文字构形学 ,劉釗, 福建人民出版社,, 2011-5,380, 116.00元,,,9.78721E+12,9.5,64,https://book.douban.com/subject/6535639/
讲义及杂稿 ,陈寅恪 著                   /                陈美延 编, 生活·读书·新知三联书店,, 2002-5,501, 58.00元,陳寅恪集（三联2001版）,https://book.douban.com/series/758,9.78711E+12,9.5,120,https://book.douban.com/subject/1006705/
史记（全十册） ,司马迁                   /                        张守节, 中华书局,（索隐）司马贞，（正义）张守节, 1982-11,3356,125,点校本二十四史·清史稿,https://book.douban.com/series/7670,9.7871E+12,9.5,19184,https://book.douban.com/subject/1077847/
文献通考（点校本 全十四册） ,马端临, 中华书局,"上海师范大学古籍研究所 点校,华东师范大学古籍研究所 点校", 2011-9,9672, 1880.00元,,,9.7871E+12,9.5,51,https://book.douban.com/subject/6857566/
藏园订补郘亭知见传本书目（全四册） ,【清】莫友芝 撰                   /                        傅增湘 订补, 中华书局,, 2009-04,1962, 168.00元,書目題跋叢書,https://book.douban.com/series/1070,9.7871E+12,9.5,31,https://book.douban.com/subject/3745848/
唐五代西北方音 ,罗常培, 商务印书馆,, 2012-2,336, 39.00元,中华现代学术名著丛书,https://book.douban.com/series/6985,9.7871E+12,9.5,17,https://book.douban.com/subject/10568301/
上古音系（第二版） ,郑张尚芳, 上海教育出版社,, 2013-12,620,98,中国当代语言学,https://book.douban.com/series/13330,9.78754E+12,9.5,45,https://book.douban.com/subject/25805365/
後事實追尋 ,Clifford Geertz, 群學出版有限公司,"方怡潔,郭彥君", 2009/11/30,288, NT$350,,,9.78987E+12,9.5,23,https://book.douban.com/subject/4152777/
文津阁四库全书（影印本) ,,"<div id=""info"" class="""">                         商务印书馆",, 2008-1-1, n, 200000.00元,,,9.7871E+12,9.5,39,https://book.douban.com/subject/1447857/
秦汉魏晋史探微 ,田余庆, 中华书局,, 2011-6,419, 38.00元,,,9.7871E+12,9.4,1749,https://book.douban.com/subject/6311230/
中國地方行政制度史 ,嚴耕望, 上海古籍出版社,, 2007-3,920, 78.00元,嚴耕望史學著作集,https://book.douban.com/series/4618,9.78753E+12,9.4,97,https://book.douban.com/subject/2156250/
宋代官制辞典 ,龚延明 编著, 中华书局,, 2017-12,1028, 298.00元,,,9.7871E+12,9.4,59,https://book.douban.com/subject/27599570/
西汉政区地理 ,周振鹤, 商务印书馆,, 2017-5,174, 68.00元,,,9.7871E+12,9.4,41,https://book.douban.com/subject/27056341/
中国近世财政史研究 ,[日]岩井茂树, 江苏人民出版社,付勇, 2020-11,464,78,海外中国研究丛书,https://book.douban.com/series/22,9.78721E+12,9.4,12,https://book.douban.com/subject/35222039/
天朝的崩溃（修订版） ,茅海建, 生活·读书·新知三联书店,, 2014-10,592, 59.00元,三联·哈佛燕京学术丛书,https://book.douban.com/series/586,9.78711E+12,9.4,4910,https://book.douban.com/subject/25935941/
隋唐制度渊源略论稿 唐代政治史述论稿 ,陈寅恪, 商务印书馆,, 2011-12,355,35,中华现代学术名著丛书,https://book.douban.com/series/6985,9.7871E+12,9.4,652,https://book.douban.com/subject/10532828/
魏晋南北朝隋唐史三论 ,唐长孺, 中华书局,, 2011-4-1,475, 46.00元,唐長孺文集,https://book.douban.com/series/5420,9.7871E+12,9.4,386,https://book.douban.com/subject/5392437/
中国近代财政史研究 ,(日) 岩井茂树, 社会科学文献出版社,付勇, 2011-11-1,438, 59.00元,国家清史编纂委员会•编译丛刊,https://book.douban.com/series/336,9.78751E+12,9.4,115,https://book.douban.com/subject/6146403/
契丹王朝政治軍事制度研究 ,楊若薇, 文津出版社,,1991,, 100.00元,,,9.78958E+12,9.4,16,https://book.douban.com/subject/1754866/
中国历代官制大辞典 ,张政烺 名誉主编                   /                吕宗力 主编, 商务印书馆,, 2015-1-1,1025, CNY 350.00,,,9.7871E+12,9.4,44,https://book.douban.com/subject/26317537/
中国古籍稿钞校本图录 ,陈先行等, 上海书店,, 2000-9,930,1320,,,9.78781E+12,9.4,15,https://book.douban.com/subject/1658671/
礼经释例 ,凌廷堪, 北京大學出版社,彭林 整理, 2012-6,360, 50.00元,清代經學著作叢刊,https://book.douban.com/series/14515,9.7873E+12,9.4,14,https://book.douban.com/subject/11636930/
秦汉法制史研究 ,[日]大庭 脩, 中西书局,徐世虹 等, 2017-10,579,158,,,9.78755E+12,9.4,37,https://book.douban.com/subject/27200600/
剑桥早期内亚史 ,丹尼斯·塞诺, 商务印书馆,蓝琪, 2021-1-1,551,158,,,9.7871E+12,9.4,19,https://book.douban.com/subject/35152165/
寒柳堂集 ,陈寅恪, 生活·读书·新知三联书店,, 2001-4,240, 30.00元,陳寅恪集（三联2001版）,https://book.douban.com/series/758,9.78711E+12,9.4,400,https://book.douban.com/subject/1037121/
唐代政治史述论稿 ,陈寅恪, 上海古籍出版社,, 1997-12-01,201, 10.00元,蓬莱阁丛书,https://book.douban.com/series/48,9.78753E+12,9.4,265,https://book.douban.com/subject/1410929/
資治通鑑（全二十冊） ,[宋] 司馬光 編著                   /                [元] 胡三省 音注, 中華書局,標點資治通鑒小組 校點, 1956-6,9612, 332.00元,,,9.7871E+12,9.4,3945,https://book.douban.com/subject/1072295/
校勘学释例 ,陈垣, 中华书局,, 2004-05,160, 12.00元,国学入门丛书,https://book.douban.com/series/2355,9.7871E+12,9.4,229,https://book.douban.com/subject/1062729/
唐人行第录 ,岑仲勉, 中华书局,,2004,481,44,岑仲勉著作集,https://book.douban.com/series/1314,9.7871E+12,9.4,15,https://book.douban.com/subject/1290880/
元典章 ,陈高华                   /                        张帆                   /                        刘晓                   /                        党宝海, 天津古籍出版社,陳高華　等點校, 2011-3-1,2490, CNY 480.00,,,9.78781E+12,9.4,32,https://book.douban.com/subject/6802572/
牧齋有學集（全三冊） ,（清）钱谦益 著 钱仲聊 校, 上海古籍出版社,钱仲联 注解, 1996-9,1656, 138.00元,中國古典文學叢書（精裝）,https://book.douban.com/series/4957,9.78753E+12,9.4,21,https://book.douban.com/subject/3782711/
在历史中寻找中国 ,劉志偉                   /                孫歌, 大家良友书局有限公司,, 2014-11-1,216, 80.00元,,,9.78988E+12,9.4,133,https://book.douban.com/subject/26235442/
中国的捐纳制度与社会 ,伍跃, 江苏人民出版社,, 2013-4-1,630, 55.00元,海外中国研究丛书,https://book.douban.com/series/22,9.78721E+12,9.4,129,https://book.douban.com/subject/24734224/
唐代进士行卷与文学　古诗考索 ,程千帆, 商务印书馆,, 2014-10,602,56,中华现代学术名著丛书,https://book.douban.com/series/6985,9.7871E+12,9.4,113,https://book.douban.com/subject/24858284/
四书遇 ,张岱                   /                朱宏达 (注释 解说词), 浙江古籍出版社,, 2014-3,579,45,张岱著作集,https://book.douban.com/series/13684,9.78755E+12,9.4,23,https://book.douban.com/subject/25856617/
史讳举例 ,陈垣, 中华书局,, 2004-5,144, 11.00元,国学入门丛书,https://book.douban.com/series/2355,9.7871E+12,9.4,377,https://book.douban.com/subject/1014678/
校勘学 ,钱玄, 商务印书馆,, 2019-6,239,48,,,9.7871E+12,9.4,44,https://book.douban.com/subject/34439601/
《玉海·艺文》校证 ,王應麟                   /                        武秀成                   /                        赵庶洋, 凤凰出版社,, 2013-12,1676,280,,,9.78755E+12,9.4,15,https://book.douban.com/subject/21340756/
清诗纪事初编 ,邓之诚, 上海古籍出版社,, 2012-1,1024, 90.00元,,,9.78753E+12,9.4,29,https://book.douban.com/subject/10796991/
敦煌古籍叙录 ,王重民, 中华书局,, 2010-11-30,392, 32.00元,,,9.7871E+12,9.4,46,https://book.douban.com/subject/5409400/
旧学辑存（上下） ,张舜徽, 华中师范大学出版社,, 2008-12,1157, 85.00元,張舜徽集,https://book.douban.com/series/2850,9.78756E+12,9.4,26,https://book.douban.com/subject/3992266/
唐代财政史稿（共五册） ,李锦绣, 社会科学文献出版社,, 2007-6,2280, 298.00元,中国社会科学院文库·历史考古研究系列,https://book.douban.com/series/8488,9.7878E+12,9.3,45,https://book.douban.com/subject/2160940/
六朝的城市与社会 ,刘淑芬, 南京大学出版社,, 2021-1,476,98,南京大学六朝研究所书系,https://book.douban.com/series/54874,9.78731E+12,9.3,17,https://book.douban.com/subject/35063747/
宋代地方财政史研究 ,包伟民, 中国人民大学出版社,, 2011-3-1,249, 36.00元,当代中国人文大系,https://book.douban.com/series/2002,9.7873E+12,9.3,106,https://book.douban.com/subject/6001855/
魏晋南北朝史札记（补订本） ,周一良, 中华书局,, 2015-1,512, 56.00元,现代史学家文丛,https://book.douban.com/series/1998,9.7871E+12,9.3,71,https://book.douban.com/subject/26319046/
汉唐间史学的发展 ,胡宝国, 商务印书馆,, 2003-11-1,239, 14.00元,中国社会科学院历史研究所专刊,https://book.douban.com/series/2597,9.7871E+12,9.3,331,https://book.douban.com/subject/1151870/
南明史 ,顾诚, 光明日报出版社,, 2011-8-26,848, 88.00元,顾诚著作系列,https://book.douban.com/series/9005,9.78751E+12,9.3,3402,https://book.douban.com/subject/6533042/
國史大綱（上下） ,钱穆, 商務印書館,, 2013-8,914, 76.00元,钱穆学术著作,https://book.douban.com/series/8726,9.7871E+12,9.3,13085,https://book.douban.com/subject/1046492/
唐刺史考全编 ,郁贤皓, 安徽大学出版社,, 2000-1,, 296.00元,,,9.78781E+12,9.3,22,https://book.douban.com/subject/1832328/
清代田赋刍论 ,王业键, 人民出版社,, 2008-11-1,197, 18.00元,国家清史编纂委员会•编译丛刊,https://book.douban.com/series/336,9.78701E+12,9.3,191,https://book.douban.com/subject/3583781/
宋会要辑稿（套装共8册） ,徐松, 中华书局,, 1957-11,7898, 1880.00元,,,9.7871E+12,9.3,45,https://book.douban.com/subject/1816344/
阳明学与士人社群 ,吕妙芬, 北京师范大学出版社,, 2017-9-1,375, CNY 68.00,中华学人丛书,https://book.douban.com/series/21546,9.7873E+12,9.3,54,https://book.douban.com/subject/27193436/
严耕望史学论文选集（二册） ,严耕望, 中华书局,,2006年12月,569, 68.00元,,,9.7871E+12,9.3,94,https://book.douban.com/subject/1958888/
直齋書録解題（全二冊） ,[宋]陳振孫 撰                   /                        徐小蛮                   /                        顧美華 點校, 上海古籍出版社,, 2015-5,428, 98.00元,,,9.78753E+12,9.3,45,https://book.douban.com/subject/26378509/
历史三调 ,[美国]            柯文, 社会科学文献出版社,杜继东, 2015-8-1,572,59,,,9.78751E+12,9.3,1580,https://book.douban.com/subject/26427101/
联合政府与一党训政 ,邓野, 社会科学文献出版社,, 2011-11,519, 58.00元,汉唐阳光人文图书,https://book.douban.com/series/17556,9.78751E+12,9.3,1256,https://book.douban.com/subject/6895949/
廿二史札记校证（上下册） ,赵翼                   /                        王樹民, 中华书局,王树民 校证, 1984-1-1,921, 88.00元,,,9.7871E+12,9.3,412,https://book.douban.com/subject/1265468/
元白诗笺证稿 ,陈寅恪, 生活·读书·新知三联书店,, 2001-4,383, 44.00元,陳寅恪集（三联2001版）,https://book.douban.com/series/758,9.78711E+12,9.3,426,https://book.douban.com/subject/1015144/
十驾斋养新录 ,[清] 钱大昕                   /                杨勇军 整理, 上海书店,, 2011-6,451, 60.00元,,,9.78781E+12,9.3,100,https://book.douban.com/subject/6520419/
突厥集史（全二册） ,岑仲勉著, 中华书局,, 2004-5-1,1136,92,岑仲勉著作集,https://book.douban.com/series/1314,9.7871E+12,9.3,49,https://book.douban.com/subject/1178200/
蒙古秘史新譯並註釋 ,札奇斯欽, 聯經出版事業股份有限公司,,1980年1月1日, 451 頁, NT$ 420,,,9.78957E+12,9.3,29,https://book.douban.com/subject/3273019/
于阗史丛考 ,张广达                   /                        荣新江, 中国人民大学出版社,, 2008-9-1,421, 78.00元,西域歷史語言研究叢書,https://book.douban.com/series/7942,9.7873E+12,9.3,45,https://book.douban.com/subject/3251003/
唐集叙录 ,万曼, 河南大学出版社,, 2008-4,510, 40.00元,百年河大国学旧著新刊,https://book.douban.com/series/5951,9.78781E+12,9.3,40,https://book.douban.com/subject/3100632/
丹鉛總録箋證 ,（明）楊慎  撰                   /                        王大淳   箋證, 浙江古籍出版社,, 2013-7,1235,130,經籍誌,https://book.douban.com/series/20871,9.78755E+12,9.3,12,https://book.douban.com/subject/25750079/
市場機制與社會變遷 ,陳春聲, 稻鄉出版社,, 2005-8,356, 148.00元,史學叢書系列,https://book.douban.com/series/36472,9.78987E+12,9.3,33,https://book.douban.com/subject/3059802/
名山藏 ,（明）何乔远撰, 福建人民出版社,, 2010-01,3140, 260.00元,八閩文獻叢刊,https://book.douban.com/series/7033,9.78721E+12,9.3,20,https://book.douban.com/subject/4738268/
同源字典 ,王力, 商务印书馆,, 1982-10,695, 3.05元,同源字典,https://book.douban.com/series/2994,,9.3,44,https://book.douban.com/subject/3008543/
语言问题 ,赵元任, 商务印书馆,, 2000-12,232, 11.00元,商务印书馆文库,https://book.douban.com/series/255,9.7871E+12,9.3,257,https://book.douban.com/subject/1016936/
前尘梦影新录 ,黄裳, 中华书局,, 2015-9,450, 198.00元,,,9.7871E+12,9.3,23,https://book.douban.com/subject/26656052/
禹贡锥指 ,【清】胡渭 着, 上海古籍出版社,, 2013-9,936,92,清代学术名著丛刊（平装）,https://book.douban.com/series/23711,9.78753E+12,9.3,16,https://book.douban.com/subject/25745918/
新满汉大词典 ,胡增益 主编, 新疆人民出版社,, 1994-7,1016, 150.00元,,,9.78723E+12,9.3,21,https://book.douban.com/subject/2302191/
日俄海战1904—1905 ,[英] 朱利安·S. 科贝特, 台海出版社,邢天宁, 2019-3-31,688,179.8,指文·海洋文库,https://book.douban.com/series/48663,9.78752E+12,9.3,41,https://book.douban.com/subject/30468404/
鲒埼亭文集选注 ,(清) 全祖望                   /                        黄云眉（选注）, 商务印书馆,, 2018-8,452,80,黄云眉著作集,https://book.douban.com/series/43607,9.7871E+12,9.3,38,https://book.douban.com/subject/30178794/
清人诗集叙录 ,袁行云, 人民文学出版社,, 2016-11,3130, 480.00元,,,9.78702E+12,9.3,26,https://book.douban.com/subject/26907022/
九品官人法研究 ,[日] 宫崎市定, 生活·读书·新知三联书店,"韩昇,刘建英", 2020-6,,88,名山叢書,https://book.douban.com/series/44865,9.78711E+12,9.2,37,https://book.douban.com/subject/35033217/
两汉魏晋南北朝宰相制度研究 ,祝总斌, 北京大学出版社,, 2017-4,328,64,博雅英华,https://book.douban.com/series/18636,9.7873E+12,9.2,417,https://book.douban.com/subject/27025893/
品位与职位 ,阎步克, 中华书局,, 2009-7-1,680, 48.00元,,,9.7871E+12,9.2,259,https://book.douban.com/subject/3993370/
契丹王朝政治军事制度研究 ,杨若薇, 中国社会科学出版社,, 1991-2,307, 6.55元,中国社会科学博士论文文库,https://book.douban.com/series/8522,9.7875E+12,9.2,33,https://book.douban.com/subject/1754870/
魏晋之际的政治权力与家族网络 ,仇鹿鸣, 上海古籍出版社,, 2012-6,337, 56.00元,中古中国知识·信仰·制度研究书系,https://book.douban.com/series/12637,9.78753E+12,9.2,901,https://book.douban.com/subject/10796986/
三国兵争要地与攻守战略研究 ,宋杰, 中华书局,, 2019-1,1102, 238.00元,国家社科基金后期资助项目,https://book.douban.com/series/20852,9.7871E+12,9.2,208,https://book.douban.com/subject/30406745/
朱熹的历史世界 ,余英时, 生活·读书·新知三联书店,, 2011-7,922, 78.00元,余英时作品系列（精装）,https://book.douban.com/series/11952,9.78711E+12,9.2,715,https://book.douban.com/subject/6810086/
两晋南北朝史（上下） ,吕思勉, 上海古籍出版社,有2012年5月7印本, 2005-11,1374, 98.00元,吕思勉文集,https://book.douban.com/series/864,9.78753E+12,9.2,751,https://book.douban.com/subject/1446867/
清代中国的物价与经济波动 ,岸本美绪, 社会科学文献出版社,刘迪瑞, 2010-4-1,501, 45.00元,国家清史编纂委员会•编译丛刊,https://book.douban.com/series/336,9.78751E+12,9.2,110,https://book.douban.com/subject/4860644/
在国家与社会之间 ,刘志伟, 中国人民大学出版社,, 2010-3,292, 35.00元,当代中国人文大系,https://book.douban.com/series/2002,9.7873E+12,9.2,289,https://book.douban.com/subject/4737019/
市场机制与社会变迁 ,陈春声, 中国人民大学出版社,, 2010-7-1,339, 45.00元,当代中国人文大系,https://book.douban.com/series/2002,9.7873E+12,9.2,82,https://book.douban.com/subject/4933015/
明代黄册研究 ,栾成显, 中国社会科学出版社,, 1998-7,502, 45.00元,中国社会科学院文库·历史考古研究系列,https://book.douban.com/series/8488,9.7875E+12,9.2,50,https://book.douban.com/subject/2197306/
两京新记辑校 大业杂记辑校 ,[唐]韦述 撰                   /                        [唐]杜宝 撰                   /                        辛德勇 辑校, 中华书局,, 2019-11,,30,中国古代都城资料选刊,https://book.douban.com/series/5066,9.7871E+12,9.2,14,https://book.douban.com/subject/34876182/
史学丛考(增订本) ,柴德赓, 商务印书馆,, 2017-6,548,68,,,9.7871E+12,9.2,26,https://book.douban.com/subject/27109618/
文史传统与文化重建 ,余英时, 生活·读书·新知三联书店,, 2012-4,544, 55.00元,余英时作品系列（精装）,https://book.douban.com/series/11952,9.78711E+12,9.2,132,https://book.douban.com/subject/10618219/
党员、党权与党争 ,王奇生, 华文出版社,, 2010-12,448, 48.00元,,,9.78751E+12,9.2,2537,https://book.douban.com/subject/5372471/
后汉书（全十二册） ,[宋] 范晔 撰                   /                [唐] 李贤 等注, 中华书局,, 2000-05,3684, 198.00元,点校本二十四史·清史稿,https://book.douban.com/series/7670,9.7871E+12,9.2,862,https://book.douban.com/subject/1041622/
读书札记二集 ,陈寅恪 著                   /                陈美延 编, 生活·读书·新知三联书店,, 2001-9,314, 40.00元,陳寅恪集（三联2001版）,https://book.douban.com/series/758,9.78711E+12,9.2,75,https://book.douban.com/subject/1031605/
中国历代政治得失 ,钱穆, 生活·读书·新知三联书店,,2001,178, 12.00元,钱穆作品系列（三联2001版）,https://book.douban.com/series/914,9.78711E+12,9.2,49723,https://book.douban.com/subject/1003479/
春秋公羊传注疏 ,[汉]何休 注                   /                [唐]徐彥 疏                   /                刁小龍 整理, 上海古籍出版社,, 2014-11,634, 168.00元,十三經注疏（精裝）,https://book.douban.com/series/5233,9.78753E+12,9.2,24,https://book.douban.com/subject/26067826/
元史 ,周良霄, 上海人民出版社,, 2019-3,924,138,中国断代史系列,https://book.douban.com/series/2895,9.78721E+12,9.2,39,https://book.douban.com/subject/30448906/
唐会要（全二册） ,王溥, 上海古籍出版社,, 2012-4,2156, 198.00元,歷代會要叢書,https://book.douban.com/series/452,9.78753E+12,9.2,30,https://book.douban.com/subject/2016342/
故训汇纂（两卷本） ,宗福邦                   /                        陈世铙                   /                        萧海波 主编, 商务印书馆,, 2007-9,4959, 660.00元,,,9.7871E+12,9.2,16,https://book.douban.com/subject/3082690/
文史通义校注（全三册） ,章学诚  著                   /                叶瑛  校注, 中华书局,, 2014-9,1299, 98.00元,中国史学基本典籍丛刊,https://book.douban.com/series/2968,9.7871E+12,9.2,48,https://book.douban.com/subject/25986957/
蒙古入侵时期的突厥斯坦 ,(俄)巴托尔德, 上海古籍出版社,"张锡彤,张广达", 2007-6-1,912, 78.00元,西域历史语言研究译丛,https://book.douban.com/series/33445,9.78753E+12,9.2,97,https://book.douban.com/subject/2195542/
章太炎学术年谱 ,姚奠中                   /                董国炎, 山西古籍出版社,, 1996-08,516,21.5,,,9.78781E+12,9.2,13,https://book.douban.com/subject/1004045/
蛮书校注 ,[唐]樊绰 撰, 中华书局,向达 校注, 1962-5,403, 1.80元,,,,9.2,17,https://book.douban.com/subject/4892854/
通鉴胡注表微（全二册） ,陈垣, 辽宁教育出版社,, 1997-03,313,13,新世纪万有文库·近世文化书系,https://book.douban.com/series/5007,9.78754E+12,9.2,53,https://book.douban.com/subject/1005699/
春秋穀梁传注 ,柯劭忞, 广西师范大学出版社,, 2018-5,612,236,蛾術叢書,https://book.douban.com/series/42008,9.78756E+12,9.2,33,https://book.douban.com/subject/30214813/
辽金史论 ,刘浦江, 中华书局,, 2019-9,384,86,北京大学中国古代史研究中心丛刊,https://book.douban.com/series/12940,9.7871E+12,9.1,55,https://book.douban.com/subject/34807036/
六朝贵族制社会研究 ,[日] 川胜义雄, 上海古籍出版社,"徐谷芃,李济沧", 2018-11,332,68,海外汉学丛书,https://book.douban.com/series/316,9.78753E+12,9.1,112,https://book.douban.com/subject/30265569/
