title,author,publish_press,yizhe,publish_time,pages,price,series,series_url,ISBN,score,pingjiarenshu,url
周禮正義（全十四冊） ,孙诒让, 中华书局,, 1987-12-1, 3676, 170.0,十三經清人注疏叢書,https://book.douban.com/series/17, 9787101001679,9.6,136,https://book.douban.com/subject/1245497/
大戴礼记解诂 ,[清]王聘珍                   /                王文锦 点校, 中华书局,, 1983-03-01, 261, 29.00元,十三經清人注疏叢書,https://book.douban.com/series/17, 9787101005301,8.7,107,https://book.douban.com/subject/1171631/
诗三家义集疏 : 十三经清人注疏,王先谦, 中华书局,吴格, 1987-02-01, 1125, 110.00元,十三經清人注疏叢書,https://book.douban.com/series/17, 9787101000665,9.3,191,https://book.douban.com/subject/2067174/
周易集解纂疏 ,李道平, 中华书局,, 1994-03, 757, 35.00,十三經清人注疏叢書,https://book.douban.com/series/17, 9787101009330,9.4,138,https://book.douban.com/subject/1020740/
礼记训纂（上下） ,（清）朱彬, 中华书局,, 1996-9, 918, 88.00元,十三經清人注疏叢書,https://book.douban.com/series/17, 9787101010244,8.2,72,https://book.douban.com/subject/1253444/
文史通义校注 ,（清）章学诚, 中华书局,叶瑛 注解, 2004-09, 570, 112.00元,,, 9787101011869,9.4,267,https://book.douban.com/subject/1024041/
经学通论 ,皮锡瑞, 中华书局,, 1954-10-1, 372, 12000.00元（旧币）,皮锡瑞经学著作二种,https://book.douban.com/series/1997, 9787101005356,8.6,172,https://book.douban.com/subject/1142429/
南朝梁会要 : 南朝梁会要,朱铭盤, 上海古籍出版社,, 2006-12, 604, 58.00元,歷代會要叢書,https://book.douban.com/series/452, 9787532545698,,,https://book.douban.com/subject/2016339/
梁书 ,(唐) 姚思廉 撰                   /                        卢振华                   /                        王仲荦 点校                   /                        景蜀慧                   /                        赵灿鹏 修订, 中华书局,, 2020-6,, 180.00,点校本二十四史修订本（精装）,https://book.douban.com/series/20606, 9787101143980,9.5,27,https://book.douban.com/subject/34970620/
宋书（修订本）（全8册） : 全八冊,（梁） 沈约 撰, 中华书局,丁福林, 2018-5, 2798, 480.00元,点校本二十四史修订本（精装）,https://book.douban.com/series/20606, 9787101107012,9.5,96,https://book.douban.com/subject/26314793/
金史 ,(元) 脱脱 等撰                   /                        傅乐焕                   /                        张政烺 点校                   /                        程妮娜 主持修订, 中华书局,, 2019-11,, 540.00,点校本二十四史修订本（精装）,https://book.douban.com/series/20606, 9787101142181,8.8,28,https://book.douban.com/subject/34893706/
宋史纪事本末（全三册） ,陈邦瞻 编, 中华书局,, 2015-11, 1232, 128.00,历代纪事本末,https://book.douban.com/series/32364, 9787101110234,8.6,110,https://book.douban.com/subject/26659442/
唐方镇年表（共3册） ,吴廷燮撰, 中华书局,, 2003-12, 1567, 88.00元,二十四史研究资料丛刊,https://book.douban.com/series/2871, 9787101041576,9.1,25,https://book.douban.com/subject/1161607/
大戴礼记斠补 ,孙诒让 著                   /                雪克 点校, 中华书局,, 2010-04, 480, 42.00元,孫詒讓全集,https://book.douban.com/series/2111, 9787101070873,9.0,14,https://book.douban.com/subject/4821808/
建炎以来系年要录 ,[宋]李心传 編撰                   /                胡坤 點校, 中华书局,, 2013-11, 4068, 390.00元,中国史学基本典籍丛刊,https://book.douban.com/series/2968, 9787101095661,8.3,58,https://book.douban.com/subject/25787395/
大义觉迷录 ,(清) 爱新觉罗·胤禛 撰, 文物出版社,, 2020-7-1, 524, 200.00元（全二册）,拾瑶丛书,https://book.douban.com/series/50845, 9787501064465,,,https://book.douban.com/subject/34912604/
论语会笺（全2册） ,[日] 竹添光鸿, 凤凰出版社,, 2012-4, 1216, 350.00元,,, 9787550612600,,,https://book.douban.com/subject/10571637/
重校八家评批《红楼梦》 ,冯其庸, 青岛出版社,, 2015-4, 2976, 980.00元,,, 9787555202608,9.6,19,https://book.douban.com/subject/26421367/
毛诗会笺(全4册) ,[日] 竹添光鸿, 凤凰出版社,, 2012-6, 2408, 680.00元,,, 9787550612655,,,https://book.douban.com/subject/10571626/
清史稿校註（16巨册） ,國史館, 台灣商務印書館,, 1999, 13388, 新台币48000,,, 9789570516098,,,https://book.douban.com/subject/3193540/
论语疏证 ,杨树达, 上海古籍出版社,, 2013-12, 521, 58.00,杨树达文集 精装,https://book.douban.com/series/33461, 9787532569694,9.5,33,https://book.douban.com/subject/25714439/
船山全书9 : 读通鉴论,王夫之, 岳麓书社,, 2011-1-1, 1193, 90.00元,船山全书,https://book.douban.com/series/14835, 9787807615477,9.2,15,https://book.douban.com/subject/6856340/
汉书补注（全十二册） ,班固            / 校注                    王先谦, 上海古籍出版社,王先谦 注解, 2009, 6392, 780.00元,前四史集解丛书,https://book.douban.com/series/32450, 9787532547746,9.6,83,https://book.douban.com/subject/3427150/
明通鉴（全六册） ,[清]夏燮撰                   /                沈仲九标点, 中华书局,, 2009, 3421, 680.00元,,, 9787101057546,9.1,35,https://book.douban.com/subject/3859958/
两汉纪 ,[东汉] 荀悦                   /                (东晋) 袁宏, 中华书局,, 2017-6-1, 1194, 128,中国史学基本典籍丛刊,https://book.douban.com/series/2968, 9787101126525,9.4,24,https://book.douban.com/subject/27081001/
汉书（全三册） ,班固, 中华书局,, 2005-3, 3134, 130.00元,简体字本前四史,https://book.douban.com/series/34757, 9787101045444,9.8,21,https://book.douban.com/subject/1315298/
四书讲义 ,吕留良                   /                俞国林                   /                等, 中华书局,, 2017-1, 1060, 128.00元,理學叢書,https://book.douban.com/series/739, 9787101122121,9.3,23,https://book.douban.com/subject/26988956/
增訂晚明史籍考 ,謝國楨, 上海古籍出版社,, 1981-2,,,,,,9.9,24,https://book.douban.com/subject/2124445/
春秋穀梁传注 ,柯劭忞, 广西师范大学出版社,, 2018-5, 612, 236,蛾術叢書,https://book.douban.com/series/42008, 9787559808455,9.2,33,https://book.douban.com/subject/30214813/
罪惟录 ,查继佐, 浙江古籍出版社,, 2012-4-29, 2984, 930.00元,浙江文丛,https://book.douban.com/series/7886, 9787807158424,8.2,20,https://book.douban.com/subject/10745352/
楚辞补注 : 典藏本,[宋]洪兴祖, 中华书局,, 2015-8, 353, 48.00元,中国古典文学基本丛书（典藏本）,https://book.douban.com/series/32871, 9787101109320,9.2,42,https://book.douban.com/subject/26711974/
左氏会笺 ,竹添光鸿, 巴蜀书社,, 2008-9, 2479 页, 680.00元,,, 9787807522324,9.5,48,https://book.douban.com/subject/3348538/
八旗通志初集 钦定八旗通志（全70册） ,（清）鄂尔泰                   /                （清）涂天相等纂修                   /                （清）福隆安等纂修, 国家图书馆出版社,, 2013-11, 42802, 46000.00,,, 9787501351800,,,https://book.douban.com/subject/25767885/
中国西南历史地理考释（全两册） ,方国瑜, 中华书局,, 1987-10, 1310, 148.00元,,, 9787101001259,8.7,40,https://book.douban.com/subject/2373230/
古今图书集成 : 清代大型类书,（清）陈梦雷 编纂                   /                （清）蒋廷锡 校订, 中华书局 巴蜀书社,, 1985,,,,, 9787805231679,8.7,17,https://book.douban.com/subject/4847500/
宋会要辑稿（套装共8册） ,徐松, 中华书局,, 1957-11, 7898, 1880.00元,,, 9787101001891,9.3,45,https://book.douban.com/subject/1816344/
康有为全集 ,康有为                   /                        姜义华等, 中国人民大学出版社,, 2007-9, 6582, 1980.00元,国家清史编纂委员会·文献丛刊,https://book.douban.com/series/7187, 9787300082561,9.0,49,https://book.douban.com/subject/2304125/
前尘梦影新录 ,黄裳, 中华书局,, 2015-9, 450, 198.00元,,, 9787101110982,9.3,23,https://book.douban.com/subject/26656052/
陶庵梦忆 西湖梦寻 ,张岱            / 校注                    栾保群, 浙江古籍出版社,栾保群 注解, 2012-3-1, 256, 16.00元,张岱著作集,https://book.douban.com/series/13684, 9787807157885,9.0,85,https://book.douban.com/subject/5033942/
山谷詩集注（全二冊） ,(宋)黄庭坚, 上海古籍出版社,, 2012-2, 1512, 108.00元,中國古典文學叢書（精裝）,https://book.douban.com/series/4957, 9787532534272,9.2,38,https://book.douban.com/subject/1152748/
张岱诗文集（增订本） ,[明]张岱  著                   /                夏咸淳  校点, 上海古籍出版社,, 2014-11, 312, 78.00元,中國古典文學叢書（精裝）,https://book.douban.com/series/4957, 9787532574629,9.0,39,https://book.douban.com/subject/26270259/
清诗纪事初编 ,邓之诚, 上海古籍出版社,, 2012-1, 1024, 90.00元,,, 9787532562237,9.4,29,https://book.douban.com/subject/10796991/
名山藏 ,（明）何乔远撰, 福建人民出版社,, 2010-01, 3140, 260.00元,八閩文獻叢刊,https://book.douban.com/series/7033, 9787211050734,9.3,20,https://book.douban.com/subject/4738268/
沧州后集 : 孙楷第文集,孙楷第, 中华书局,, 2009-2, 310 页, 48.00元,孙楷第文集,https://book.douban.com/series/12115, 9787101060164,9.2,16,https://book.douban.com/subject/3368872/
傅斯年遗札 ,王汎森                   /                潘光哲                   /                吴政上  主编, 社会科学文献出版社,, 2015-1, 1455, 368.00元,中国社会科学院近代史研究所民国文献丛刊,https://book.douban.com/series/25838, 9787509763087,9.1,15,https://book.douban.com/subject/26268380/
朱子语类（全八册） ,（宋）黎靖德, 中华书局,王星贤 注解, 1986-3, 2063, 125.00,理學叢書,https://book.douban.com/series/739, 9787101004151,9.1,238,https://book.douban.com/subject/1077668/
王阳明全集（新編本） ,[明] 王陽明, 浙江古籍出版社,, 2010-12, 2323, 720.00元,浙江文丛,https://book.douban.com/series/7886, 9787807156093,9.0,26,https://book.douban.com/subject/5916453/
宋本册府元龟 1-4册 ,(宋)王钦若著, 中华书局,, 1989-1,, 328.00,,, 9787101003925,10.0,21,https://book.douban.com/subject/1920912/
诗经词典（修订本） ,向熹, 商务印书馆,, 2014-6, 878, 75.00元,,, 9787100076234,9.8,33,https://book.douban.com/subject/25930500/
五经异义疏证 ,陈寿祺著, 上海古籍出版社,曹建墩整理, 2012-8, 230, 32.00元,清代學術名著叢刊,https://book.douban.com/series/2503, 9787532565177,7.8,25,https://book.douban.com/subject/11636092/
徐复观论经学史二种 ,徐复观, 上海书店出版社,, 2006-7, 350, 30.00元,世纪人文系列丛书·世纪文库,https://book.douban.com/series/287, 9787806785492,8.8,60,https://book.douban.com/subject/1879535/
三礼辞典 ,钱玄                   /                钱兴奇, 江苏古籍出版社,, 1998-3, 1386, 70.00元,,, 9787805194356,8.9,33,https://book.douban.com/subject/1658961/
新唐书宰相世系表集校（上下） ,赵超, 中华书局,, 1998, 220, 65.00元,二十四史研究资料丛刊,https://book.douban.com/series/2871, 9787101013924,8.5,22,https://book.douban.com/subject/1015752/
战国策笺证（全四册） : 范祥雍古籍整理汇刊,范祥雍（整理）, 上海古籍出版社,, 2011-10, 1024, 156.00元,范祥雍古籍整理汇刊,https://book.douban.com/series/10006, 9787532559909,8.2,19,https://book.douban.com/subject/3521223/
南朝齐会要 : 南朝齐会要,朱铭盘, 上海古籍出版社,, 2006-12, 568, 55.00元,歷代會要叢書,https://book.douban.com/series/452, 9787532545711,,,https://book.douban.com/subject/2016347/
程瑶田全集 ,(清)程瑶田 撰                   /                陈冠明等 校点, 黄山书社,陈冠明 注解, 2008年, 1908, 179.00元,安徽古籍叢書,https://book.douban.com/series/5202, 9787807074823,8.9,29,https://book.douban.com/subject/3606851/
明通鉴（全八册） ,夏燮, 中华书局,, 1959,,,,,,,,https://book.douban.com/subject/2972607/
訄书详注 ,章炳麟                   /                徐复 注, 上海古籍出版社,, 2000-12, 940, 88.00,,, 9787532528240,8.7,82,https://book.douban.com/subject/1275661/
章太炎说文解字授课笔记 ,章太炎 讲授                   /                        朱希祖、钱玄同、周树人 记录                   /                        王宁 主持整理, 中华书局,, 2010-1, 618, 86.00元,中国文字学基本丛书,https://book.douban.com/series/10307, 9787101071368,9.3,192,https://book.douban.com/subject/4259311/
揅经室集(上下) ,阮元著  邓经元点校, 中华书局,, 1993-5, 1287, 88.0,中国历史文集丛刊,https://book.douban.com/series/2803, 9787101001907,8.3,25,https://book.douban.com/subject/1844825/
荀子版本源流考 ,高正, 中华书局,, 2010-08, 232, 22.00元,,, 9787101074222,8.2,26,https://book.douban.com/subject/5245562/
海日楼札丛 ,沈曾植, 上海古籍出版社,, 2009-3, 344 页, 38.00元,,, 9787532551507,8.6,44,https://book.douban.com/subject/3727346/
易学史发微 ,潘雨廷, 复旦大学出版社,, 2001-12-01,, 28.00元,火凤凰学术遗产丛书,https://book.douban.com/series/17654, 9787309028386,9.7,27,https://book.douban.com/subject/1619577/
韩诗外传笺疏 ,屈守元, 巴蜀书社,, 1996-3, 1154, 59.00,,, 9787805236865,8.8,19,https://book.douban.com/subject/2073418/
廿二史考异（全二册） : 附：三史拾遗 诸史拾遗,钱大昕 著, 上海古籍出版社,, 2014-3, 1576, 128,清代学术名著丛刊（平装）,https://book.douban.com/series/23711, 9787532571581,9.2,33,https://book.douban.com/subject/25802789/
甲骨文合集释文（全四册） ,胡厚宣, 中国社会科学出版社,, 2011-3, 2112, 880.00元,,, 9787500484622,,,https://book.douban.com/subject/6013060/
仪礼正义 ,胡培翚                   /                        段熙仲点校, 江苏古籍出版社,, 1993, 2478,,,, 9787805194806,8.9,20,https://book.douban.com/subject/3263542/
国故论衡疏证（全两册） ,章太炎 撰, 中华书局,"庞俊,郭诚永 疏证", 2011-9, 829, 60.00元,,, 9787101079227,9.3,18,https://book.douban.com/subject/10775588/
梁启超全集 ,梁启超 著                   /                        汤志钧、汤仁泽 编, 中国人民大学出版社,"汤志钧,汤仁泽", 2018-3-15,, 8980.00元,国家清史编纂委员会·文献丛刊,https://book.douban.com/series/7187, 9787300168432,9.2,21,https://book.douban.com/subject/27663277/
宋人轶事汇编（上下）（第二版） ,丁传靖 辑, 中华书局,, 2003-12, 1160, 78.00元,,, 9787101020434,8.9,94,https://book.douban.com/subject/1665922/
十國春秋（全四冊） ,吴任臣, 中华书局,, 2010.10.25, 1904, 180.00元,中国史学基本典籍丛刊,https://book.douban.com/series/2968, 9787101075731,8.6,38,https://book.douban.com/subject/5348589/
魏晋南北朝史札记（补订本） ,周一良, 中华书局,, 2015-1, 512, 56.00元,现代史学家文丛,https://book.douban.com/series/1998, 9787101106312,9.3,71,https://book.douban.com/subject/26319046/
中古中国与外来文明 ,荣新江, 生活·读书·新知三联书店,, 2014-10-1, 443, 55.00,三联·哈佛燕京学术丛书,https://book.douban.com/series/586, 9787108035530,8.6,188,https://book.douban.com/subject/5914502/
党项西夏史探微 ,汤开建, 商务印书馆,, 2013-12, 564, 126.00,欧亚备要,https://book.douban.com/series/26673, 9787100104593,8.6,28,https://book.douban.com/subject/25828793/
突厥汗国与隋唐关系史研究 ,吴玉贵, 商务印书馆,, 2017-11, 440, 116,欧亚备要,https://book.douban.com/series/26673, 9787100138871,9.5,90,https://book.douban.com/subject/27141123/
辽金史论 ,刘浦江, 中华书局,, 2019-9, 384, 86,北京大学中国古代史研究中心丛刊,https://book.douban.com/series/12940, 9787101140774,9.1,56,https://book.douban.com/subject/34807036/
皇权、礼仪与经典诠释 : 中国古代政治史研究,甘怀真, 华东师范大学出版社,, 2008-05, 423, 46.00元,儒学与东亚文明研究丛书,https://book.douban.com/series/861, 9787561758465,8.5,107,https://book.douban.com/subject/3096353/
严耕望史学论文选集（二册） ,严耕望, 中华书局,, 2006年12月, 569, 68.00元,,, 9787101052602,9.3,94,https://book.douban.com/subject/1958888/
唐史史料学 ,黄永年, 中华书局,, 2015-1, 312, 58.00,国学专题课,https://book.douban.com/series/9361, 9787101105476,9.5,220,https://book.douban.com/subject/26277252/
南朝宋会要 : 南朝宋会要,朱铭盘, 上海古籍出版社,, 2006-12, 734, 55.00元,歷代會要叢書,https://book.douban.com/series/452, 9787532545704,8.6,24,https://book.douban.com/subject/2016343/
唐代高层文官 ,赖瑞和, 中华书局,, 2017-8-1, 461, CNY 99.00,,, 9787101125948,9.1,205,https://book.douban.com/subject/27119971/
资治通鉴疑年录 ,吴玉贵, 上海古籍出版社,, 2019-9, 392, 98,,, 9787532593156,,,https://book.douban.com/subject/34795239/
西汉政区地理 ,周振鹤, 商务印书馆,, 2017-5, 174, 68.00元,,, 9787100128988,9.4,41,https://book.douban.com/subject/27056341/
魏晋南北朝隋唐史学的基本问题 ,(日) 谷川道雄, 中华书局,, 2010-10-1, 385, CNY 58.00,中国史学的基本问题,https://book.douban.com/series/6877, 9787101074079,8.6,178,https://book.douban.com/subject/4823791/
安禄山叛乱的背景 ,[加] 蒲立本, 中西书局,丁俊, 2018-4, 320, 45.00元,中西学术文丛,https://book.douban.com/series/18526, 9787547514016,7.7,309,https://book.douban.com/subject/30152571/
早期中华帝国的贵族家庭 : 博陵崔氏个案研究,伊沛霞, 上海古籍出版社,范兆飞, 2010-12, 252, 48.00元,剑桥中华文史丛刊,https://book.douban.com/series/5069, 9787532557059,7.7,152,https://book.douban.com/subject/5422350/
唐代的北方问题与国际秩序 ,[日] 石見清裕, 复旦大学出版社,胡鸿, 2019-8-1, 452, 75,日本学者古代中国研究丛刊,https://book.douban.com/series/34408, 9787309144123,7.2,52,https://book.douban.com/subject/34441051/
唐代财政 ,杜希德, 中西书局有限公司,丁俊, 2016-5-1, 368, CNY 45.00,中西学术文丛,https://book.douban.com/series/18526, 9787547505328,7.9,105,https://book.douban.com/subject/26809716/
六朝的城市與社會 ,劉淑芬, 台灣學生書局有限公司,, 1992/10/01, 482, 380台币,,, 9789571504377,8.9,33,https://book.douban.com/subject/3236515/
魏晉南北朝官僚制研究 ,窪添慶文, 臺大出版中心,趙立新, 2015-12, 544, NT$500,人文研究叢書,https://book.douban.com/series/37610, 9789863501282,8.5,14,https://book.douban.com/subject/26682137/
从平城到洛阳 : 拓跋魏文化转变的历程,逯耀东, 中华书局,, 2006-9, 302, 36.00元,,, 9787101051834,7.6,355,https://book.douban.com/subject/1907691/
乌桓与鲜卑 ,马长寿, 广西师范大学出版社,, 2006-6-1, 297, 29.00元,中国古代北方民族史丛书,https://book.douban.com/series/423, 9787563360451,9.0,83,https://book.douban.com/subject/1823677/
突厥人和突厥汗国 ,马长寿, 广西师范大学出版社,, 2006-5, 100, 14.00元,中国古代北方民族史丛书,https://book.douban.com/series/423, 9787563359950,7.9,65,https://book.douban.com/subject/1844417/
北朝胡姓考 ,姚薇元, 中华书局,, 2007-7, 509, 49.00元,,, 9787101028294,9.0,102,https://book.douban.com/subject/2158598/
唐代党项 ,周伟洲, 广西师范大学出版社,, 2006, 141, 16.8,中国古代北方民族史丛书,https://book.douban.com/series/423, 9787563360482,8.1,36,https://book.douban.com/subject/1814307/
汉赵国史 ,周伟洲, 广西师范大学出版社,, 2006-5, 217, 21.80元,中国古代北方民族史丛书,https://book.douban.com/series/423, 9787563359943,8.8,48,https://book.douban.com/subject/1799833/
氐与羌 ,马长寿, 广西师范大学出版社,, 2006-5, 193, 18.80元,中国古代北方民族史丛书,https://book.douban.com/series/423, 9787563359929,8.6,67,https://book.douban.com/subject/1803139/
金明館叢稿二編 ,陈寅恪, 生活·读书·新知三联书店,, 2015-7-1, 367, 75.00,陳寅恪集（三联2015版）,https://book.douban.com/series/31093, 9787108054029,9.3,72,https://book.douban.com/subject/26427679/
元白詩箋證稿 ,陈寅恪, 生活·读书·新知三联书店,, 2015-7-1, 384, 77.00元,陳寅恪集（三联2015版）,https://book.douban.com/series/31093, 9787108054104,9.0,79,https://book.douban.com/subject/26427673/
詩集 : 附唐篔詩存,陈寅恪, 生活·读书·新知三联书店,, 2015-7, 502, 55.00,陳寅恪集（三联2015版）,https://book.douban.com/series/31093, 9787108054050,8.9,46,https://book.douban.com/subject/26427674/
陳寅恪晚年詩文釋證 : 二版,余英時, 東大圖書公司,, 2011-2, 358, 300新台币,,, 9789571930213,9.1,162,https://book.douban.com/subject/6005441/
陈寅恪诗笺释 ,胡文辉, 广东人民出版社,, 2013-5, 1246, 200.00元,,, 9787218072500,9.0,111,https://book.douban.com/subject/24696364/
知堂题记（全二册） ,周作人            / 绘者                    钟叔河, 岳麓书社,, 2016-6,, 60,钟叔河编订知堂三书,https://book.douban.com/series/35285, 9787553804200,9.1,18,https://book.douban.com/subject/26832506/
知堂书话 : （全五册）,周作人            / 编者                    钟叔河, 岳麓书社,, 2016-6,, 180.00元,钟叔河编订知堂三书,https://book.douban.com/series/35285, 9787553804217,9.0,50,https://book.douban.com/subject/26841858/
史通通释 : 清代学术名著丛刊,[唐]刘知几                   /                [清]浦起龙 通释                   /                王煦华 整理, 上海古籍出版社,浦起龙, 2009, 772, 75.00元,清代學術名著叢刊,https://book.douban.com/series/2503, 9787532553310,8.5,130,https://book.douban.com/subject/4223635/
明本纪校注 : 中国史学基本典籍丛刊,王崇武 校注, 中华书局,, 2017-1,, 18,中国史学基本典籍丛刊,https://book.douban.com/series/2968, 9787101123029,9.1,46,https://book.douban.com/subject/26963790/
洛陽伽藍記校箋 ,[北魏]楊衒之 著                   /                        楊勇 校箋, 中華書局,, 2018-7,, 32,中国史学基本典籍丛刊,https://book.douban.com/series/2968, 9787101132915,9.7,32,https://book.douban.com/subject/30304684/
文字学四种 ,吕思勉, 上海古籍出版社,, 2009-09, 256, 18.00元,吕思勉文集,https://book.douban.com/series/864, 9787532553099,8.3,54,https://book.douban.com/subject/4020973/
宋辽金夏元史 ,邓之诚 著                   /                马东峰 编, 北京理工大学出版社,, 2016-4-1, 560, 30.00,,, 9787568216166,8.5,22,https://book.douban.com/subject/26971060/
宋论 ,[清] 王夫之 著                   /                舒士彦 点校, 中华书局,, 2003-11, 262, 28.00元,王夫之著作,https://book.douban.com/series/1563, 9787101013528,8.8,300,https://book.douban.com/subject/1146528/
十七史商榷 ,王鸣盛, 上海书店出版社,, 2005-12, 965, 58.00元,,, 9787806783269,9.0,78,https://book.douban.com/subject/1733783/
中国的兵 ,雷海宗, 中华书局,, 2012-8, 130, 13.00元,跟大师学国学,https://book.douban.com/series/1071, 9787101086607,9.2,164,https://book.douban.com/subject/11629001/
怎样读古书 ,胡怀琛, 中华书局,, 2012-8, 198, 15.00元,跟大师学国学,https://book.douban.com/series/1071, 9787101087529,8.1,213,https://book.douban.com/subject/11629000/
中国史学入门 : 顾颉刚讲史录,顾颉刚, 中国青年出版社,何启君, 2007-9, 242, 23.80元,,, 9787500675532,8.6,418,https://book.douban.com/subject/2298552/
史讳举例 ,陈垣, 中华书局,, 2012-8, 278, 20.00元,跟大师学国学,https://book.douban.com/series/1071, 9787101086621,9.3,209,https://book.douban.com/subject/11628950/
当代中国史学 ,顾颉刚, 辽宁教育出版社,, 1998-03-01, 222, 9.00,新世纪万有文库·近世文化书系,https://book.douban.com/series/5007, 9787538248340,8.2,40,https://book.douban.com/subject/1001712/
中国近三百年学术史论 ,章太炎                   /                        刘师培, 上海古籍出版社,, 2006-10, 389, 25.00元,蓬莱阁丛书,https://book.douban.com/series/48, 9787532542307,9.0,113,https://book.douban.com/subject/1927927/
吕思勉诗文丛稿（上、下）（吕思勉文集） ,吕思勉, 上海古籍出版社,, 2011-10, 833, 68.00元,吕思勉文集,https://book.douban.com/series/864, 9787532560172,8.4,13,https://book.douban.com/subject/6874297/
经子解题 ,吕思勉, 中国书籍出版社,, 2006-6, 274, 22.00元,国学名家选粹,https://book.douban.com/series/3484, 9787506814324,8.5,26,https://book.douban.com/subject/1879532/
魏晋之际的政治权力与家族网络 ,仇鹿鸣, 上海古籍出版社,, 2012-6, 337, 56.00元,中古中国知识·信仰·制度研究书系,https://book.douban.com/series/12637, 9787532562350,9.2,901,https://book.douban.com/subject/10796986/
唐代交通图考 : 严耕望史学著作集,严耕望, 上海古籍出版社,, 2007-3, 2516, 198.00元,嚴耕望史學著作集,https://book.douban.com/series/4618, 9787532547203,9.6,115,https://book.douban.com/subject/2156248/
汉晋学术编年 ,刘汝霖, 中华书局,, 1987,, 16.8元,,, 9787101002010,8.1,15,https://book.douban.com/subject/1815656/
经籍籑诂(上下)(精) ,（清）阮元                   /                等撰集, 中华书局,, 1982-04-01, 2286, 330.00元,,, 9787101008845,9.6,41,https://book.douban.com/subject/1702675/
五朝门第 ,王伊同, 中华书局,, 2006-3, 369, 180.00元,,, 9787101046250,9.1,80,https://book.douban.com/subject/1816342/
十驾斋养新录 ,[清] 钱大昕                   /                杨勇军 整理, 上海书店,, 2011-6, 451, 60.00元,,, 9787806783351,9.3,100,https://book.douban.com/subject/6520419/
汉书补注 ,王先谦, 中华书局,, 2007年, 1748页, 260.00元,,, 9787101010206,8.9,18,https://book.douban.com/subject/3329389/
通鉴胡注表微（全二册） ,陈垣, 辽宁教育出版社,, 1997-03, 313, 13.00,新世纪万有文库·近世文化书系,https://book.douban.com/series/5007, 9787538248142,9.2,53,https://book.douban.com/subject/1005699/
金明馆丛稿二编 ,陈寅恪 著                   /                陈美延 编, 生活·读书·新知三联书店,, 2001-7, 366, 40.00元,陳寅恪集（三联2001版）,https://book.douban.com/series/758, 9787108009401,9.6,314,https://book.douban.com/subject/1057881/
诗集 : 附唐篔诗存,陈寅恪 著                   /                陈美延 编, 生活·读书·新知三联书店,, 2001-5, 237, 34.00元,陳寅恪集（三联2001版）,https://book.douban.com/series/758, 9787108013903,9.2,149,https://book.douban.com/subject/1029795/
观堂集林（附别集）（全二卷） ,王国维, 中华书局,, 2004-08, 1234, 66.00,,, 9787101008661,9.2,232,https://book.douban.com/subject/1015059/
史记会注考证（全十册） ,[日] 泷川资言 会注考证, 北岳文艺出版社,, 1999-1, 5428, 300.00元,,, 9787537815970,9.6,26,https://book.douban.com/subject/1277745/
吴宓与陈寅恪 ,吴学昭, 清华大学出版社,, 1992-3, 171, 4.50元,清华文丛,https://book.douban.com/series/4880, 9787302009740,8.3,123,https://book.douban.com/subject/1061847/
柳如是别传（全三册） ,陈寅恪, 生活·读书·新知三联书店,, 2001-1, 1253, 98.00元,陳寅恪集（三联2001版）,https://book.douban.com/series/758, 9787108009456,9.0,1367,https://book.douban.com/subject/1034470/
陈寅恪先生编年事辑 ,蒋天枢, 上海古籍出版社,, 1997-06-01, 260 页, 16.00元,,, 9787532521890,9.2,238,https://book.douban.com/subject/1007897/
隋唐制度渊源略论稿 ,陈寅恪, 河北教育出版社,, 2002-11, 668, 28.50元,二十世纪中国史学名著,https://book.douban.com/series/2294, 9787543448964,9.2,115,https://book.douban.com/subject/1433922/
读书札记一集 ,陈寅恪 著                   /                陈美延 编, 生活·读书·新知三联书店,, 2001-9, 654, 77.00元,陳寅恪集（三联2001版）,https://book.douban.com/series/758, 9787108009463,9.1,88,https://book.douban.com/subject/1041072/
汉魏南北朝墓志汇编 ,赵超, 天津古籍出版社,, 2008-7, 509, 38.00元,,, 9787806965030,8.5,53,https://book.douban.com/subject/3222433/
五、六世纪北方民众佛教信仰 : 以造像记为中心的考察,侯旭东, 中国社会科学出版社,, 1998, 378, 18元,东方历史学术文库,https://book.douban.com/series/1928, 9787500422785,8.0,39,https://book.douban.com/subject/1904036/
华北的叛乱者与革命者（1845—1945） ,裴宜理, 商务印书馆,"池子华,刘平", 2007-6, 340, 21.00元,中国秘密社会研究译丛,https://book.douban.com/series/3186, 9787100053167,8.2,412,https://book.douban.com/subject/2171187/
清末新知识界的社团与活动 ,桑兵, 生活·读书·新知三联书店,, 1995-04, 371, 16.00,三联·哈佛燕京学术丛书,https://book.douban.com/series/586, 9787108007612,7.4,47,https://book.douban.com/subject/1055438/
晚清民国的学人与学术 ,桑兵, 中华书局,, 2008-3, 412, 48.00元,,, 9787101059380,8.0,200,https://book.douban.com/subject/3041817/
晚清学堂学生与社会变迁 ,桑兵, 广西师范大学出版社,, 2007-3-1, 459, 38.00元,漩涡·文化系列,https://book.douban.com/series/2044, 9787563364404,7.2,98,https://book.douban.com/subject/2014251/
19世纪的中国常胜军 : 外国雇佣兵与清帝国官员,R.J.史密斯, 中国社会科学出版社,, 2003-02-01, 271, 20.00元,中国近代史研究译丛,https://book.douban.com/series/335, 9787500436485,7.4,59,https://book.douban.com/subject/1279311/
