title,author,publish_press,yizhe,publish_time,pages,price,series,series_url,ISBN,score,pingjiarenshu,url
第二次世界大战在亚洲及太平洋的起源 ,[美] 入江昭, 社会科学文献出版社,李响, 2015-12-1,256, 49.00元,甲骨文丛书,https://book.douban.com/series/23971,9.79E+12,8.3,538,https://book.douban.com/subject/26663098/
中国1945 : 中国革命与美国的抉择,[美] 理查德·伯恩斯坦, 社会科学文献出版社,季大方, 2017-3-1,480, 76.00元,甲骨文丛书,https://book.douban.com/series/23971,9.79E+12,8.4,1489,https://book.douban.com/subject/26865333/
南京1937 : 血战危城,何铭生, 社会科学文献出版社,"季大方,毛凡宇,魏丽萍", 2017-11-1, 377（52张插图）, 69.00元,甲骨文丛书,https://book.douban.com/series/23971,9.79E+12,8.5,394,https://book.douban.com/subject/27086018/
苏联专家在中国（1948-1960）（第三版） : 第三版,沈志华, 社会科学文献出版社,, 2015-5,396, 69.00元,,,9.79E+12,8.4,286,https://book.douban.com/subject/26383668/
中苏关系史纲 : 1917-1991中苏关系若干问题再探讨,沈志华                   /                李丹慧                   /                杨奎松                   /                牛军, 社会科学文献出版社,, 2011-1,566, 78.00元,,,9.79E+12,9.1,426,https://book.douban.com/subject/5913340/
大国沧桑十讲 : 沈志华演讲录,沈志华, 九州出版社,, 2016-4,344, 58.00元,,,9.79E+12,8.5,301,https://book.douban.com/subject/26761140/
开卷有疑 : 中国现代史读书札记,杨奎松, 江西人民出版社,,2007,356, 39.00元,,,9.79E+12,8.2,816,https://book.douban.com/subject/2082163/
流产的革命 : 1927-1937国民党统治下的中国,[美]            易劳逸, 中国青年出版社,,1992,393,5.5,,,9.79E+12,8.1,266,https://book.douban.com/subject/1420120/
秦汉魏晋史探微 : 重订本,田余庆, 中华书局,, 2011-6,419, 38.00元,,,9.79E+12,9.4,1752,https://book.douban.com/subject/6311230/
陈寅恪魏晋南北朝史讲演录 ,万绳楠, 贵州人民出版社,, 2007-4,312, 29.80元,,,9.79E+12,9,4499,https://book.douban.com/subject/2032141/
波峰与波谷 : 秦汉魏晋南北朝的政治文明（第二版）,阎步克, 北京大学出版社,, 2017-4,244, 45.00元,博雅撷英,https://book.douban.com/series/25554,9.79E+12,8.8,1081,https://book.douban.com/subject/26992823/
士大夫政治演生史稿 ,阎步克, 北京大学出版社,, 2015-1-1,459, CNY 75.00,博雅英华,https://book.douban.com/series/18636,9.79E+12,9,673,https://book.douban.com/subject/26295138/
魏晋南北朝史论丛 ,唐长孺, 中华书局,, 2011-4,437, 42.00元,唐長孺文集,https://book.douban.com/series/5420,9.79E+12,9.5,389,https://book.douban.com/subject/5392430/
拓跋史探 ,田余庆, 生活·读书·新知三联书店,, 2019-1,300, 69.00元,当代学术,https://book.douban.com/series/38522,9.79E+12,9.5,376,https://book.douban.com/subject/30302919/
南明史 ,顾诚, 光明日报出版社,, 2011-8-26,848, 88.00元,顾诚著作系列,https://book.douban.com/series/9005,9.79E+12,9.3,3407,https://book.douban.com/subject/6533042/
两汉魏晋南北朝宰相制度研究 ,祝总斌, 北京大学出版社,, 2017-4,328,64,博雅英华,https://book.douban.com/series/18636,9.79E+12,9.2,417,https://book.douban.com/subject/27025893/
隋唐制度渊源略论稿 唐代政治史述论稿 ,陈寅恪, 商务印书馆,, 2011-12,355,35,中华现代学术名著丛书,https://book.douban.com/series/6985,9.79E+12,9.4,652,https://book.douban.com/subject/10532828/
当代中国政府与政治 ,景跃进                   /                        陈明明                   /                        肖滨, 中国人民大学出版社,, 2016-1,279, 36.00元,新编21世纪公共管理系列教材,https://book.douban.com/series/36681,9.79E+12,9,1063,https://book.douban.com/subject/26665157/
中国现代国家的起源 ,[美] 孔飞力, 生活·读书·新知三联书店,"陈兼,陈之宏", 2013-10,150, 35.00元,孔飞力著作集,https://book.douban.com/series/20863,9.79E+12,8.7,3265,https://book.douban.com/subject/25750468/
历史三调 : 作为事件、经历和神话的义和团（典藏版）,[美国]            柯文, 社会科学文献出版社,杜继东, 2015-8-1,572,59,,,9.79E+12,9.3,1581,https://book.douban.com/subject/26427101/
近代的尺度 : 两次鸦片战争军事与外交,茅海建, 生活·读书·新知三联书店,, 2018-6,378, 65.00元,,,9.79E+12,9,355,https://book.douban.com/subject/30126870/
天国之秋 ,[美] 裴士锋, 社会科学文献出版社,黄中宪、谭伯牛 校, 2014-11-10,580, 69.00元,甲骨文丛书,https://book.douban.com/series/23971,9.79E+12,8.6,5381,https://book.douban.com/subject/25938605/
近代中国社会的新陈代谢 ,陈旭麓, 生活·读书·新知三联书店,, 2017-11,427, 69.00元,当代学术,https://book.douban.com/series/38522,9.79E+12,9.1,1377,https://book.douban.com/subject/30147582/
变中前行 : 二十世纪中国学术掠影,罗志田, 北京师范大学出版社,, 2014-9-1,280,45,,,9.79E+12,8.9,43,https://book.douban.com/subject/25933869/
执拗的低音 : 一些历史思考方式的反思,王汎森, 生活·读书·新知三联书店,, 2014-1,261, 32.00元,复旦大学光华人文杰出学者讲座丛书,https://book.douban.com/series/22288,9.79E+12,8.9,689,https://book.douban.com/subject/25659944/
思想是生活的一种方式 : 中国近代思想史的再思考,王汎森, 北京大学出版社,, 2018-3,388, 57.00元,大学堂顶尖学者丛书,https://book.douban.com/series/40001,9.79E+12,9,701,https://book.douban.com/subject/27667348/
再造文明之梦 : 胡适传,罗志田, 社会科学文献出版社,, 2015-2-1,356, 59.00元,近世中国,https://book.douban.com/series/2997,9.79E+12,8.6,342,https://book.douban.com/subject/26338430/
近代中国的史家与史学 ,王汎森, 复旦大学出版社,, 2010-8,187, 20.00元,人文书系,https://book.douban.com/series/6882,9.79E+12,8.5,378,https://book.douban.com/subject/4898541/
中国近代思想与学术的系谱 ,王汎森, 吉林出版集团有限责任公司,, 2011-1,540,45,,,9.79E+12,9.1,433,https://book.douban.com/subject/5385877/
裂变中的传承 : 20世纪前期的中国文化与学术,罗志田, 中华书局,,2009年6月,388, 32.00元,,,9.79E+12,8.4,136,https://book.douban.com/subject/3852114/
衰世与西法 : 晚清中国的旧邦新命和社会脱榫,杨国强, 中华书局,, 2014-11-1,452, CNY 48.00,,,9.79E+12,8.8,121,https://book.douban.com/subject/26276879/
重塑中华 : 近代中国“中华民族”观念研究,黄兴涛, 北京师范大学出版社,, 2017-10,435, CNY 59.00,新史学&amp;多元对话系列,https://book.douban.com/series/2065,9.79E+12,7.9,367,https://book.douban.com/subject/27144126/
萧朝贵与太平天国早期史 ,刘晨, 社会科学文献出版社,, 2019-5,305, 108元,北京大学史学丛书,https://book.douban.com/series/46835,9.79E+12,7.5,93,https://book.douban.com/subject/33455412/
张之洞与清末新政研究（增订版） ,李细珠, 中国社会科学出版社,, 2015-3,430, 79.00元,,,9.79E+12,8,27,https://book.douban.com/subject/26346146/
科举停废与近代中国社会(修订版) ,关晓红, 社会科学文献出版社,, 2017-11,472,168,社科文献学术文库·文史哲研究系列,https://book.douban.com/series/45447,9.79E+12,8.7,27,https://book.douban.com/subject/27589563/
学人游幕与清代学术（增订本） ,尚小明, 东方出版社,, 2018-5,608,89,,,9.79E+12,8.9,69,https://book.douban.com/subject/30194864/
中华帝国晚期的权力与政治 : 袁世凯在北京与天津1901-1908,(美)斯蒂芬·R.麦金农, 天津人民出版社,"牛秋实,于英红", 2013-4-1,266,30,国家清史编纂委员会•编译丛刊,https://book.douban.com/series/336,9.79E+12,7.5,62,https://book.douban.com/subject/24875356/
汪兆銘與國民政府 : 1931至1936年對日問題下的政治變動,許育銘, 南天,, 2018-11,472, NT$1000,,,9.79E+12,,,https://book.douban.com/subject/30364687/
中国绅士研究 ,张仲礼, 上海人民出版社,, 2019-6,426,138,,,9.79E+12,8.2,21,https://book.douban.com/subject/33406323/
明末农民战争（修订版） ,袁良义, 社会科学文献出版社,, 2019-4,485, 158元,北京大学史学丛书,https://book.douban.com/series/46835,9.79E+12,8,28,https://book.douban.com/subject/33391383/
二十世纪的中国思想与学术掠影 ,罗志田, 广东教育出版社,, 2001-04-01,,23,,,9.79E+12,8,27,https://book.douban.com/subject/1596606/
变动时代的文化履迹 ,罗志田, 复旦大学出版社,, 2010-8,157, 20.00元,人文书系,https://book.douban.com/series/6882,9.79E+12,8.2,129,https://book.douban.com/subject/5298561/
在中国发现历史 : 中国中心观在美国的兴起,[美国]            柯文, 中华书局,林同奇, 2002-8,232, 29.00元,世界汉学论丛,https://book.douban.com/series/724,9.79E+12,8.4,881,https://book.douban.com/subject/1069301/
中国近代通史（第7卷） : 国共合作与国民革命,王奇生, 江苏人民出版社,, 2006-7,566, 43.00元,中国近代通史,https://book.douban.com/series/5527,9.79E+12,8.8,103,https://book.douban.com/subject/2013457/
义和团运动的起源 ,周锡瑞, 江苏人民出版社,"张俊义,王栋", 2005-07-01,335, 32.00元,海外中国研究丛书,https://book.douban.com/series/22,9.79E+12,8.4,593,https://book.douban.com/subject/1072260/
东风与西风 ,罗志田                   /                        葛小佳, 生活·读书·新知三联书店,, 1998-11-01,315, 13.00元,读书文丛,https://book.douban.com/series/130,9.79E+12,8,68,https://book.douban.com/subject/1055729/
中国近代外交的形成 ,[日]川岛真, 北京大学出版社,"田建国,田建华", 2012-2-1,566, 68.00元,博雅史学论丛·海外中国史研究,https://book.douban.com/series/20851,9.79E+12,9.2,145,https://book.douban.com/subject/10515051/
戊戌变法史事考二集 ,茅海建, 生活·读书·新知三联书店,, 2011-12,478, 45.00元,三联文史新论,https://book.douban.com/series/12302,9.79E+12,9,169,https://book.douban.com/subject/10464953/
从甲午到戊戌 : 康有为《我史》鉴注,茅海建, 生活·读书·新知三联书店,, 2009-5-1,918,83,三联文史新论,https://book.douban.com/series/12302,9.79E+12,9.1,334,https://book.douban.com/subject/3665980/
靖海澄疆 : 中国近代海军史事新诠,马幼垣, 中华书局,, 2013-3-1,681, 98.00元,,,9.79E+12,8.8,80,https://book.douban.com/subject/23489419/
地方督抚与清末新政 : 晚清权力格局再研究,李细珠, 社会科学文献出版社,, 2012-11,528, 98.00元,,,9.79E+12,8.6,107,https://book.douban.com/subject/20384505/
戊戌变法的另面 : “张之洞档案”阅读笔记,茅海建, 上海古籍出版社,, 2014-3,572, 68.00元,汉唐阳光人文图书,https://book.douban.com/series/17556,9.79E+12,8.7,318,https://book.douban.com/subject/25834602/
1945～1949：国共政争与中国命运 ,汪朝光, 社会科学文献出版社,, 2010-02,450, 49.00元,近世中国,https://book.douban.com/series/2997,9.79E+12,8,201,https://book.douban.com/subject/4272356/
民国人物过眼录 ,杨奎松, 广东人民出版社,, 2009-01,476, 48.00元,新史学丛书,https://book.douban.com/series/1113,9.79E+12,7.8,279,https://book.douban.com/subject/3544593/
朱可夫 : 斯大林的将军,杰弗里·罗伯茨 (Geoffrey Roberts), 社会科学文献出版社,, 2015-5-1,432, CNY 69.00,甲骨文丛书,https://book.douban.com/series/23971,9.79E+12,7.2,241,https://book.douban.com/subject/26369400/
斯大林的战争 ,[英]杰弗里·罗伯茨（Geoffrey Roberts）, 社会科学文献出版社,李晓江, 2013-8-1,682,69,甲骨文丛书,https://book.douban.com/series/23971,9.79E+12,7.7,145,https://book.douban.com/subject/24845288/
亚洲的去魔化 : 18世纪的欧洲与亚洲帝国,[德] 于尔根·奥斯特哈默, 社会科学文献出版社,刘兴华, 2016-11-10,680, 89.00元,甲骨文丛书,https://book.douban.com/series/23971,9.79E+12,7.7,167,https://book.douban.com/subject/26882520/
中国之翼 : 飞行在战争、谎言、罗曼史和大冒险的黄金时代,格雷戈里·克劳奇 (Gregory Crouch), 社会科学文献出版社·甲骨文,陈安琪, 2015-5-1,600, CNY 79.00,甲骨文丛书,https://book.douban.com/series/23971,9.79E+12,8.2,160,https://book.douban.com/subject/26378094/
"日本陆军与中国 : ""支那通""折射的梦想和挫折",[日] 户部良一, 社会科学文献出版社,郑羽, 2015-10-1,323,45,阅读日本书系,https://book.douban.com/series/4909,9.79E+12,7.3,131,https://book.douban.com/subject/26451531/
黑船来航 ,[日] 三谷博, 启微·社会科学文献出版社,"张宪生,谢跃", 2017-12,316,59,启微书系,https://book.douban.com/series/40508,9.79E+12,7.9,199,https://book.douban.com/subject/27141070/
西太后 : 大清帝国最后的光芒,(日) 加藤徹, 社会科学文献出版社,董顺擘, 2015-12-1,256,49,鲤译丛,https://book.douban.com/series/34914,9.79E+12,6.7,417,https://book.douban.com/subject/26333221/
中国革命 : 1925年5月30日，上海,[德] 于尔根·奥斯特哈默, 社会科学文献出版社,强朝晖, 2017-8,332,59,甲骨文丛书,https://book.douban.com/series/23971,9.79E+12,7.7,419,https://book.douban.com/subject/27060604/
倭寇 : 海上历史,（日）田中健夫, 社会科学文献出版社·甲骨文,杨翰球, 2015-11-30,216,45,鲤译丛,https://book.douban.com/series/34914,9.79E+12,7.2,280,https://book.douban.com/subject/26597991/
战争的余烬 : 法兰西殖民帝国的灭亡及美国对越南的干预,[美] 弗雷德里克·罗格瓦尔, 社会科学文献出版社,詹涓, 2017-10-30,997, 158.00元,甲骨文丛书,https://book.douban.com/series/23971,9.79E+12,8.8,378,https://book.douban.com/subject/26959626/
隐形军队 : 游击战的历史,[美] 马克斯·布特, 社会科学文献出版社,"赵国星,张金勇", 2016-4-1,870, 118.00元,甲骨文丛书,https://book.douban.com/series/23971,9.79E+12,8.3,249,https://book.douban.com/subject/26751983/
无畏的雄心 : 乔治·华盛顿、本尼迪克特·阿诺德与美国革命的命运,[美]纳撒尼尔·菲尔布里克, 社会科学文献出版社,王兢, 2019-9,528,86,甲骨文丛书,https://book.douban.com/series/23971,9.79E+12,8.1,59,https://book.douban.com/subject/34618234/
大围攻 : 马耳他 1565,[英]厄恩利·布拉德福德, 社会科学文献出版社,谭琦, 2019-8,247,59,甲骨文丛书,https://book.douban.com/series/23971,9.79E+12,7.8,167,https://book.douban.com/subject/30840415/
最后的十字军东征 : 瓦斯科·达伽马的壮丽远航,[英] 奈杰尔·克利夫, 社会科学文献出版社,朱邦芊, 2017-8-1,557, 86.00元,甲骨文丛书,https://book.douban.com/series/23971,9.79E+12,8.1,365,https://book.douban.com/subject/27025722/
午夜将至 : 核战边缘的肯尼迪、赫鲁晓夫与卡斯特罗,[美] 迈克尔·多布斯, 社会科学文献出版社,"陶泽慧,赵进生", 2015-11,550, 79.00元,甲骨文丛书,https://book.douban.com/series/23971,9.79E+12,8,785,https://book.douban.com/subject/26640805/
野蛮大陆 : 第二次世界大战后的欧洲,[英] 基思·罗威, 社会科学文献出版社,黎英亮, 2015-7,526, 72.00元,甲骨文丛书,https://book.douban.com/series/23971,9.79E+12,9,3022,https://book.douban.com/subject/26354440/
冷战 ,[美] 约翰·刘易斯·加迪斯, 社会科学文献出版社,"翟强,张静", 2013-8-1,410, 56.00元,甲骨文丛书,https://book.douban.com/series/23971,9.79E+12,8,587,https://book.douban.com/subject/24737213/
苏联的最后一天 : 莫斯科，1991年12 月25日,[爱尔兰] 康纳·奥克莱利, 广西师范大学出版社,沈力, 2014-9,380,68,理想国译丛,https://book.douban.com/series/25151,9.79E+12,8.3,1946,https://book.douban.com/subject/25758414/
耳语者 : 斯大林时代苏联的私人生活,[英] 奥兰多·费吉斯, 广西师范大学出版社,毛俊杰, 2014-9-1,742,108,理想国译丛,https://book.douban.com/series/25151,9.79E+12,8.7,3012,https://book.douban.com/subject/25953571/
百年战争·第一卷 : 战争的试炼,[英] 乔纳森·萨姆欣, 社会科学文献出版社,"傅翀,吴畋,王一峰", 2019-1,904, 148.00元,甲骨文丛书,https://book.douban.com/series/23971,9.79E+12,7.7,120,https://book.douban.com/subject/27616951/
瓜分沙洲 : 英国、法国与塑造中东的斗争,[英]詹姆斯·巴尔 (James Barr), 社会科学文献出版社,徐臻, 2018-9,524,89,甲骨文丛书,https://book.douban.com/series/23971,9.79E+12,7.2,174,https://book.douban.com/subject/30230909/
深蓝帝国 : 英国海军的兴衰,(英) 本·威尔逊 (Ben Wilson), 社会科学文献出版社,沈祥麟, 2019-10,980, 168.00元,甲骨文丛书,https://book.douban.com/series/23971,9.79E+12,8.2,88,https://book.douban.com/subject/30389780/
滑铁卢 : 四天、三支大军和三场战役的历史,[英] 伯纳德·康沃尔, 社会科学文献出版社,陆大鹏, 2016-1-1,471, 79.00元,甲骨文丛书,https://book.douban.com/series/23971,9.79E+12,8.3,714,https://book.douban.com/subject/26686622/
征服者 : 葡萄牙帝国的崛起,[英] 罗杰·克劳利, 社会科学文献出版社,陆大鹏, 2016-12,452, 69.00元,甲骨文丛书,https://book.douban.com/series/23971,9.79E+12,8.7,1488,https://book.douban.com/subject/26901940/
黄金时代 : 英国与现代世界的诞生,[英]本·威尔逊 (Ben Wilson), 社会科学文献出版社,聂永光, 2018-11,521,89,甲骨文丛书,https://book.douban.com/series/23971,9.79E+12,7.3,132,https://book.douban.com/subject/30246933/
奠基者 : 独立战争那一代,[美] 约瑟夫·J. 埃利斯, 社会科学文献出版社,"邓海平,邓友平", 2016-2-1,416, 56.00元,甲骨文丛书,https://book.douban.com/series/23971,9.79E+12,8.4,516,https://book.douban.com/subject/26708248/
权力与文化 : 日美战争1941-1945,[美]入江昭, 中信出版集团,吴焉, 2019-5-1,280,68,见识丛书,https://book.douban.com/series/38297,9.79E+12,7.3,61,https://book.douban.com/subject/30296451/
日本陆军的轨迹（1931—1945） : 永田铁山的构想及其支脉,川田稔, 社会科学文献出版社,韦和平, 2015-9-1,368, CNY 45.00,阅读日本书系,https://book.douban.com/series/4909,9.79E+12,8.3,192,https://book.douban.com/subject/26652938/
利奥波德国王的鬼魂 : 贪婪、恐惧、英雄主义与比利时的非洲殖民地,亚当·霍赫希尔德, 社会科学文献出版社,扈喜林, 2018-1,496, 79.00元,甲骨文丛书,https://book.douban.com/series/23971,9.79E+12,9,1107,https://book.douban.com/subject/27084077/
古代世界 : 追寻西方文明之源,[英] 理查德·迈尔斯, 社会科学文献出版社,金国, 2018-3,352, 79.00元,甲骨文丛书,https://book.douban.com/series/23971,9.79E+12,7.8,304,https://book.douban.com/subject/27157960/
坎尼的幽灵 : 汉尼拔与罗马共和国最黑暗的时刻,[美] 罗伯特·L. 欧康奈尔, 社会科学文献出版社,葛晓虎, 2018-5,428, 75.00元,甲骨文丛书,https://book.douban.com/series/23971,9.79E+12,8,284,https://book.douban.com/subject/26639303/
新经济政策与苏联农业社会化道路 ,沈志华, 中国社会科学出版社,, 1994-11,483,15,东方历史学术文库,https://book.douban.com/series/1928,9.79E+12,,,https://book.douban.com/subject/3264517/
中國學習蘇聯 : （1949 年至今）,白思鼎 编                   /                        李華鈺 編, 香港中文大学出版社,李華鈺 編, 2017-9,590,,三十‧三十书系,https://book.douban.com/series/20027,9.79E+12,7.5,54,https://book.douban.com/subject/26998346/
"The Affirmative Action Empire : Nations and Nationalism in the Soviet Union, 1923-1939",Terry Martin, Ithaca ; London: Cornell University Press,, 2001-11-1,528, USD 31.00,,,9.78E+12,9.5,21,https://book.douban.com/subject/2453070/
苏联专家在中国 ,沈志华, 新华出版社,, 2009-5,360, 48.00元,,,9.79E+12,7.8,102,https://book.douban.com/subject/3720446/
冷战与新中国外交的缘起 : 1949-1955（修订版）,牛军, 社会科学文献出版社,, 2013-1,504, 59.00元,近世中国,https://book.douban.com/series/2997,9.79E+12,8.6,99,https://book.douban.com/subject/20563115/
《美国对华情报解密档案》(1948～1976)（8卷本） : 1948~1976,杨奎松          /                    沈志华, 东方出版中心,, 2009-4,5000, 980.00元,,,9.79E+12,8.8,113,https://book.douban.com/subject/3680952/
冷战与革命 : 苏美冲突与中国内战的起源,[挪威] 文安立, 广西师大出版社,"陈之宏,陈兼", 2002-10-1,249, 17.00元,冷战年代的中国与世界,https://book.douban.com/series/3904,9.79E+12,8.3,79,https://book.douban.com/subject/1600213/
窥视中国 : 美国情报机构眼中的红色对手,沈志华                   /                        梁志, 东方出版中心,, 2019-8,398,68,,,9.78E+12,7.1,72,https://book.douban.com/subject/34778155/
蒋介石与国共和战 : 1945～1949,蒋永敬                   /                        刘维开, 山西人民出版社,, 2013-5,360,48,汉唐阳光人文图书,https://book.douban.com/series/17556,9.79E+12,7.6,75,https://book.douban.com/subject/24541904/
天朝的崩溃 : 鸦片战争再研究,茅海建, 生活·读书·新知三联书店,, 2005-7,600, 32.00元,,,9.79E+12,9.1,11967,https://book.douban.com/subject/1675478/
走向最后关头 : 中国民族国家构建中的日本因素（1931-1937）,（美）柯博文, 社会科学文献出版社,马俊亚, 2004-06,454,30,海外中国近代史研究文库,https://book.douban.com/series/2149,9.79E+12,8.2,120,https://book.douban.com/subject/1085305/
蒋氏秘档与蒋介石真相 ,杨天石, 社会科学文献出版社,, 2002-1,223, 40.00元,近史探幽系列,https://book.douban.com/series/24576,9.79E+12,7.7,59,https://book.douban.com/subject/1085297/
江浙财阀与国民政府（一九二七——一九三七年） ,帕克斯·M·小科布尔, 南开大学出版社,"蔡静仪,李臻", 1987-7,255,2.2,,,,8.9,103,https://book.douban.com/subject/2156289/
改良与革命 : 辛亥革命在两湖,周锡瑞, 江苏人民出版社,杨慎之, 2007-10-01,338,26,海外中国研究丛书,https://book.douban.com/series/22,9.79E+12,8.2,273,https://book.douban.com/subject/2297156/
中国的民族主义和战争 : （1925-1945）,方德万, 生活·读书·新知三联书店,胡允桓, 2007-7,484, 39.50元,,,9.79E+12,7.6,155,https://book.douban.com/subject/2154838/
拓跋史探（修订本） ,田余庆, 生活·读书·新知三联书店,, 2011-11,279,46,三联文史新论,https://book.douban.com/series/12302,9.79E+12,8.9,291,https://book.douban.com/subject/6969055/
汉唐间史学的发展（修订本） ,胡宝国, 北京大学出版社,, 2014-10-1,252, 39.00元,博雅撷英,https://book.douban.com/series/25554,9.79E+12,9.5,415,https://book.douban.com/subject/26107947/
隋唐帝国形成史论 ,谷川道雄, 上海古籍出版社,李济沧, 2011-6-1,362, 58.00元,日本中国史研究译丛,https://book.douban.com/series/4086,9.79E+12,8.7,410,https://book.douban.com/subject/6510253/
品位与职位 : 秦汉魏晋南北朝官阶制度研究,阎步克, 中华书局,, 2009-7-1,680, 48.00元,,,9.79E+12,9.2,259,https://book.douban.com/subject/3993370/
魏晋南北朝史札记 ,周一良, 中华书局,, 1985-3-1,494, 34.00元,现代史学家文丛,https://book.douban.com/series/1998,9.79E+12,9.1,448,https://book.douban.com/subject/2255277/
两晋南北朝史（上下） ,吕思勉, 上海古籍出版社,有2012年5月7印本, 2005-11,1374, 98.00元,吕思勉文集,https://book.douban.com/series/864,9.79E+12,9.2,751,https://book.douban.com/subject/1446867/
金明馆丛稿初编 ,陈寅恪 著                   /                陈美延 编, 生活·读书·新知三联书店,, 2001-6,412, 43.00元,陳寅恪集（三联2001版）,https://book.douban.com/series/758,9.79E+12,9.7,505,https://book.douban.com/subject/1010189/
六朝贵族制社会研究 ,川胜义雄, 上海古籍出版社,"徐谷梵,李济沧", 2008-01,328, 49.00元,日本中国史研究译丛,https://book.douban.com/series/4086,9.79E+12,9.1,434,https://book.douban.com/subject/2382863/
國史大綱（上下） ,钱穆, 商務印書館,, 2013-8,914, 76.00元,钱穆学术著作,https://book.douban.com/series/8726,9.79E+12,9.3,13094,https://book.douban.com/subject/1046492/
